mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,config_id,direction,families,no_prefix_mean,descriptive_ci_low,descriptive_ci_high,source_head,source_site,receiver_kind,receiver,channel,panel
0.13602330175678382,0.13602330175678382,0.12128829956054688,0.001922607421875,0.4090576171875,1.0,0.6292134831460674,True,coherent,474:query_sentence:head:513:V,noise,89,0.13795482701268688,0.11989139251494675,0.15343112356207345,L14H26,query_sentence,head,L16H1,V,P4
0.13966132817643412,0.13985883519890602,0.1268310546875,-0.0087890625,0.4140625,0.9887640449438202,0.6179775280898876,True,coherent,474:query_sentence:head:513:V,restore,89,0.1424874820928464,0.12095541579000066,0.15930270023560253,L14H26,query_sentence,head,L16H1,V,P4
0.1815207138490141,0.1820309403237332,0.15118408203125,-0.022705078125,0.51043701171875,0.9887640449438202,0.7640449438202247,True,coherent,505:query_child_last:head:513:V,noise,89,0.18332796535272708,0.15939886315485066,0.20450396832455411,L15H25,query_child_last,head,L16H1,V,P2
0.18705384918812956,0.18705384918812956,0.162994384765625,0.01141357421875,0.7662353515625,1.0,0.7303370786516854,True,coherent,505:query_child_last:head:513:V,restore,89,0.1895327047369946,0.1617573004090384,0.2141614759236239,L15H25,query_child_last,head,L16H1,V,P2
0.2101477665847607,0.21055923954824382,0.1834716796875,-0.018310546875,1.2012939453125,0.9887640449438202,0.797752808988764,True,coherent,505:query_child_last:head:533:V,noise,89,0.21172354139130692,0.17962708071376499,0.2461509463492404,L15H25,query_child_last,head,L16H21,V,P2
0.22305946671560908,0.22305946671560908,0.1845703125,0.01605224609375,0.9893798828125,1.0,0.8089887640449438,True,coherent,505:query_child_last:head:533:V,restore,89,0.2248520851135254,0.1898742598094297,0.2599261069565675,L15H25,query_child_last,head,L16H21,V,P2
-0.14551739746265197,0.151389888163363,-0.124755859375,-0.6483001708984375,0.09490966796875,0.9325842696629213,0.550561797752809,True,coherent,513:colon:head:547:Q,noise,89,-0.14760824729656352,-0.17235592242037312,-0.12069122710924471,L16H1,colon,head,L17H3,Q,P3
-0.12030451217394196,0.13125723667359085,-0.1007080078125,-0.4573974609375,0.269561767578125,0.9325842696629213,0.5168539325842697,True,coherent,513:colon:head:547:Q,restore,89,-0.12284563601702109,-0.1423784916990259,-0.09812149251444957,L16H1,colon,head,L17H3,Q,P3
0.188978800612889,0.1910121628407682,0.156005859375,-0.05194091796875,0.7482223510742188,0.9662921348314607,0.7191011235955056,True,coherent,513:colon:head:561:KV,noise,89,0.19220346143876,0.16191714653808081,0.2181282764070489,L16H1,colon,head,L17H17,KV,P3
0.19740231117505705,0.19871662439924948,0.16583251953125,-0.053466796875,1.0352783203125,0.9775280898876404,0.7415730337078652,True,coherent,513:colon:head:561:KV,restore,89,0.20137624630982848,0.1634373450547122,0.2359815672542272,L16H1,colon,head,L17H17,KV,P3
0.371627078967148,0.37205141046074,0.3209228515625,-0.01116180419921875,1.03790283203125,0.9775280898876404,0.9213483146067416,True,coherent,513:colon:head:594:Q,noise,89,0.3788625344462778,0.3252168309822511,0.42007834415757256,L16H1,colon,head,L18H18,Q,P3
0.3695375035318096,0.3695375035318096,0.352294921875,0.0177001953125,1.0767822265625,1.0,0.8876404494382022,True,coherent,513:colon:head:594:Q,restore,89,0.37733527435653513,0.3229708200090387,0.4178576051519157,L16H1,colon,head,L18H18,Q,P3
0.2738433312833979,0.2773801985751377,0.231201171875,-0.083099365234375,0.8595685958862305,0.9662921348314607,0.8651685393258427,True,coherent,513:colon:head:595:Q,noise,89,0.27831734734020014,0.23498799157946298,0.31595383239596075,L16H1,colon,head,L18H19,Q,P3
0.2520480745294121,0.2532848936788152,0.248779296875,-0.03369140625,0.8282470703125,0.9775280898876404,0.7640449438202247,True,coherent,513:colon:head:595:Q,restore,89,0.25702707794891005,0.21483035167951264,0.2908307171939464,L16H1,colon,head,L18H19,Q,P3
-0.13178082798304183,0.1329631269647834,-0.09710693359375,-0.50341796875,0.023406982421875,0.9438202247191011,0.4943820224719101,True,coherent,533:colon:head:547:Q,noise,89,-0.13375513581023818,-0.15443496838044582,-0.11051973171448443,L16H21,colon,head,L17H3,Q,P3
-0.13017181867963812,0.13148990373932914,-0.1013641357421875,-0.6102294921875,0.02978515625,0.9438202247191011,0.5168539325842697,True,coherent,533:colon:head:547:Q,restore,89,-0.13214421546322175,-0.15352107835619638,-0.10923409729861142,L16H21,colon,head,L17H3,Q,P3
0.1566075153565139,0.1571465449386768,0.1304931640625,-0.018310546875,0.641357421875,0.9775280898876404,0.6404494382022472,True,coherent,533:colon:head:561:KV,noise,89,0.15888034886327282,0.13383159677634077,0.18133561544204024,L16H21,colon,head,L17H17,KV,P3
0.19091435764612777,0.1918730896510435,0.1314697265625,-0.04266357421875,1.4051513671875,0.9887640449438202,0.6853932584269663,True,coherent,533:colon:head:561:KV,restore,89,0.19419193267822266,0.15230946085426245,0.23729508378532485,L16H21,colon,head,L17H17,KV,P3
0.3490619177228949,0.3497257607706477,0.3073158264160156,-0.029541015625,1.46234130859375,0.9887640449438202,0.9325842696629213,True,coherent,533:colon:head:594:Q,noise,89,0.35588807621221435,0.304552149504758,0.39765797960624266,L16H21,colon,head,L18H18,Q,P3
0.40691749299510144,0.40872111615170253,0.35711669921875,-0.08026123046875,1.70166015625,0.9887640449438202,0.8651685393258427,True,coherent,533:colon:head:594:Q,restore,89,0.41415743581179915,0.3464621743794238,0.47341693649800975,L16H21,colon,head,L18H18,Q,P3
0.23132012935166948,0.2336120337582706,0.20556640625,-0.05322265625,0.96258544921875,0.9662921348314607,0.7752808988764045,True,coherent,533:colon:head:595:Q,noise,89,0.23457526612555843,0.19911993715200532,0.26543774403882825,L16H21,colon,head,L18H19,Q,P3
0.2651156307606215,0.26613196898042485,0.214599609375,-0.04522705078125,1.126953125,0.9887640449438202,0.8089887640449438,True,coherent,533:colon:head:595:Q,restore,89,0.26915469114807833,0.2216955292090941,0.31355507936370497,L16H21,colon,head,L18H19,Q,P3
0.9970490664578555,0.9970490664578555,0.9490890502929688,0.055419921875,2.2169189453125,1.0,0.9775280898876404,True,coherent,545:query_is_token:head:594:V,noise,89,1.018479634975565,0.9093284419413363,1.0887495373072247,L17H1,query_is_token,head,L18H18,V,P1
0.9590217176448094,0.9590217176448094,0.89208984375,0.07177734375,2.509796142578125,1.0,0.9887640449438202,True,coherent,545:query_is_token:head:594:V,restore,89,0.9788330443974199,0.8738044038414956,1.0508014169636737,L17H1,query_is_token,head,L18H18,V,P1
0.9069197311829985,0.9069197311829985,0.8543548583984375,0.03857421875,2.1144485473632812,1.0,0.9775280898876404,True,coherent,545:query_is_token:head:595:V,noise,89,0.9262222366771479,0.8229608539784893,0.9954991071411732,L17H1,query_is_token,head,L18H19,V,P1
0.9114021129822463,0.9114021129822463,0.8089599609375,0.0936279296875,2.118560791015625,1.0,0.9887640449438202,True,coherent,545:query_is_token:head:595:V,restore,89,0.9299475571204876,0.8302875320563156,0.9971806906582263,L17H1,query_is_token,head,L18H19,V,P1
-0.31470859452579797,0.31470859452579797,-0.3051643371582031,-0.732818603515625,-0.0263671875,1.0,0.9775280898876404,True,coherent,545:query_is_token:head:600:V,noise,89,-0.3209302315766784,-0.3411486906951733,-0.2893675617957383,L17H1,query_is_token,head,L18H24,V,P1
-0.33077065864305816,0.33077065864305816,-0.2963428497314453,-0.74066162109375,-0.0517578125,1.0,0.9775280898876404,True,coherent,545:query_is_token:head:600:V,restore,89,-0.3370360177138756,-0.3609458455878697,-0.3014986126610403,L17H1,query_is_token,head,L18H24,V,P1
-0.13840602221113912,0.13840602221113912,-0.1207275390625,-0.43225812911987305,-0.006591796875,1.0,0.6741573033707865,True,coherent,545:query_is_token:head:641:V,noise,89,-0.14138291622030325,-0.15517020627353967,-0.12292327110686999,L17H1,query_is_token,head,L20H1,V,P1
-0.1330662202299311,0.1330662202299311,-0.12353515625,-0.4710693359375,-0.002197265625,1.0,0.651685393258427,True,coherent,545:query_is_token:head:641:V,restore,89,-0.13588247628047548,-0.1489932119176629,-0.11856827039397166,L17H1,query_is_token,head,L20H1,V,P1
0.12046885758303524,0.12046885758303524,0.11224365234375,0.001953125,0.268798828125,1.0,0.5730337078651685,True,coherent,545:query_is_token:head:709:V,noise,89,0.12318774475448432,0.10914440704195688,0.13236222990443197,L17H1,query_is_token,head,L22H5,V,P1
0.1215356762489576,0.1215356762489576,0.11474609375,0.007080078125,0.27703857421875,1.0,0.5842696629213483,True,coherent,545:query_is_token:head:709:V,restore,89,0.12414018039045663,0.1105342216706008,0.13286303080869524,L17H1,query_is_token,head,L22H5,V,P1
1.1149384520027075,1.1149384520027075,0.9653129577636719,0.229248046875,2.998291015625,1.0,1.0,True,coherent,545:query_mother:head:594:V,noise,89,1.13474632679731,0.9942292204063929,1.245561586337143,L17H1,query_mother,head,L18H18,V,P1
1.0118067505654325,1.0118067505654325,0.9188461303710938,0.10009765625,3.018585205078125,1.0,1.0,True,coherent,545:query_mother:head:594:V,restore,89,1.0311632320798676,0.915354677130667,1.1150843448853225,L17H1,query_mother,head,L18H18,V,P1
0.6952526703309477,0.6952526703309477,0.5657119750976562,0.18267822265625,1.7077865600585938,1.0,1.0,True,coherent,545:query_mother:head:595:V,noise,89,0.70357171968482,0.6211149961760875,0.7719012204180943,L17H1,query_mother,head,L18H19,V,P1
0.651284225871054,0.651284225871054,0.576507568359375,0.080322265625,1.775146484375,1.0,0.9887640449438202,True,coherent,545:query_mother:head:595:V,restore,89,0.6629842314226874,0.5877894095490488,0.7188007665484138,L17H1,query_mother,head,L18H19,V,P1
-0.49941575661134185,0.49941575661134185,-0.4693603515625,-1.367431640625,-0.0576171875,1.0,0.9887640449438202,True,coherent,545:query_mother:head:600:V,noise,89,-0.5084243039975221,-0.5443401885836312,-0.4577464252375485,L17H1,query_mother,head,L18H24,V,P1
-0.5416475788930829,0.5416475788930829,-0.5067138671875,-1.41064453125,-0.068115234375,1.0,0.9887640449438202,True,coherent,545:query_mother:head:600:V,restore,89,-0.552154541015625,-0.5918612528383062,-0.49440298026867124,L17H1,query_mother,head,L18H24,V,P1
-0.1606851052702143,0.1606851052702143,-0.1400146484375,-0.7189230918884277,-0.013916015625,1.0,0.651685393258427,True,coherent,545:query_mother:head:624:V,noise,89,-0.1640198203338974,-0.1841124377893598,-0.1402440124683166,L17H1,query_mother,head,L19H16,V,P1
-0.14376019895746467,0.14376019895746467,-0.1268310546875,-0.439208984375,-0.0037841796875,1.0,0.6292134831460674,True,coherent,545:query_mother:head:624:V,restore,89,-0.14676476621079718,-0.1636776774117116,-0.1253651905595587,L17H1,query_mother,head,L19H16,V,P1
-0.40241430582625143,0.40241430582625143,-0.36083984375,-1.09014892578125,-0.048095703125,1.0,0.9438202247191011,True,coherent,545:query_mother:head:641:V,noise,89,-0.41032103286392385,-0.45580259240075444,-0.3514918599235878,L17H1,query_mother,head,L20H1,V,P1
-0.40107263072153154,0.40107263072153154,-0.35479736328125,-1.8848876953125,-0.0194091796875,1.0,0.9550561797752809,True,coherent,545:query_mother:head:641:V,restore,89,-0.4092501826669978,-0.4623903762088733,-0.34760174269086863,L17H1,query_mother,head,L20H1,V,P1
0.7680217282155927,0.7680217282155927,0.72198486328125,0.031005859375,1.76123046875,1.0,0.9775280898876404,True,coherent,545:query_mother:head:709:V,noise,89,0.7848158924058936,0.6995963834644703,0.8393218893683358,L17H1,query_mother,head,L22H5,V,P1
0.7335345879029692,0.7335345879029692,0.67138671875,0.0272216796875,1.844970703125,1.0,0.9775280898876404,True,coherent,545:query_mother:head:709:V,restore,89,0.7493661683181236,0.6701448445909479,0.8000560637270466,L17H1,query_mother,head,L22H5,V,P1
0.2861451620466254,0.32571331302771406,0.28076171875,-0.253387451171875,1.1468505859375,0.7752808988764045,0.7752808988764045,True,coherent,545:query_mother:head:870:V,noise,89,0.29277933603045586,0.22628081179736706,0.34691651845246213,L17H1,query_mother,head,L27H6,V,P1
0.2756647581464789,0.30554112423671764,0.24627685546875,-0.35693359375,0.9774169921875,0.8202247191011236,0.7865168539325843,True,coherent,545:query_mother:head:870:V,restore,89,0.28197942931076575,0.21903580253043872,0.3320156962684031,L17H1,query_mother,head,L27H6,V,P1
0.0756697172529242,0.12591083398026026,0.04071044921875,-0.22998046875,0.645263671875,0.6404494382022472,0.43820224719101125,True,heterogeneous,545:query_mother:mlp:17:,noise,89,0.07909297943115234,0.04269043957249502,0.11091215597109841,L17H1,query_mother,mlp,17,,P1
0.048960016014870635,0.1121190692601579,0.029998779296875,-0.2628173828125,1.539794921875,0.5842696629213483,0.3707865168539326,True,heterogeneous,545:query_mother:mlp:17:,restore,89,0.049405026709896396,0.012896965862659926,0.09537792513879496,L17H1,query_mother,mlp,17,,P1
1.179352990696939,1.179352990696939,1.139068603515625,0.088623046875,2.6599960327148438,1.0,0.9887640449438202,True,coherent,545:query_period:head:594:V,noise,89,1.2037537508997425,1.081688080209025,1.2797923942630212,L17H1,query_period,head,L18H18,V,P1
1.2251338905163025,1.2251338905163025,1.12939453125,0.110107421875,2.6754150390625,1.0,1.0,True,coherent,545:query_period:head:594:V,restore,89,1.2503766191416774,1.120112261611424,1.3334927739722007,L17H1,query_period,head,L18H18,V,P1
0.376523470610715,0.376523470610715,0.3365743160247803,0.033935546875,0.9569320678710938,1.0,0.9775280898876404,True,coherent,545:query_period:head:595:V,noise,89,0.3843878302080878,0.3382402797763267,0.4166355713699641,L17H1,query_period,head,L18H19,V,P1
0.3740804865119163,0.3740804865119163,0.33902740478515625,0.0281982421875,1.118408203125,1.0,0.9775280898876404,True,coherent,545:query_period:head:595:V,restore,89,0.3815968392909258,0.33675262767277403,0.4128256647774342,L17H1,query_period,head,L18H19,V,P1
-0.25373089715336145,0.25373089715336145,-0.2347412109375,-0.806884765625,-0.02294921875,1.0,0.9775280898876404,True,coherent,545:query_period:head:600:V,noise,89,-0.2589323931726916,-0.2773097533858224,-0.2319338594929556,L17H1,query_period,head,L18H24,V,P1
-0.2673307911733563,0.2673307911733563,-0.259033203125,-0.67108154296875,-0.0228271484375,1.0,0.9775280898876404,True,coherent,545:query_period:head:600:V,restore,89,-0.27282809115004264,-0.28939820353904466,-0.24621138197652412,L17H1,query_period,head,L18H24,V,P1
-0.15796457247787646,0.16318479280793266,-0.1510157585144043,-0.55145263671875,0.1305389404296875,0.9662921348314607,0.6853932584269663,True,coherent,547:colon:head:594:Q,noise,89,-0.16106837371300006,-0.18034663186984115,-0.13635869106549894,L17H3,colon,head,L18H18,Q,P3
-0.1721444424618496,0.17255180069569792,-0.16260528564453125,-0.58203125,0.01812744140625,0.9887640449438202,0.6966292134831461,True,coherent,547:colon:head:594:Q,restore,89,-0.17558403946887488,-0.19658991192164046,-0.14856271797351628,L17H3,colon,head,L18H18,Q,P3
-0.10567231660478571,0.11292727073926605,-0.09865665435791016,-0.3934183120727539,0.1712799072265625,0.9662921348314607,0.5168539325842697,True,coherent,547:colon:head:595:Q,noise,89,-0.10756838458707962,-0.12338757956965586,-0.08828937069753584,L17H3,colon,head,L18H19,Q,P3
-0.11031191804435815,0.11475698331768593,-0.0860443115234375,-0.387451171875,0.106231689453125,0.9550561797752809,0.4606741573033708,True,coherent,547:colon:head:595:Q,restore,89,-0.11212522408057904,-0.1299304425046685,-0.0913499414251092,L17H3,colon,head,L18H19,Q,P3
0.12272548943423153,0.12272548943423153,0.12261962890625,0.0,0.275390625,0.9775280898876404,0.7303370786516854,True,coherent,568:colon:bypass:31:,noise,89,0.12554676505340928,0.11355890785710195,0.13199687827838938,L17H24,colon,bypass,31,,P3
0.12236310123057847,0.12236310123057847,0.12115478515625,0.0,0.2808380126953125,0.9775280898876404,0.7528089887640449,True,coherent,568:colon:bypass:31:,restore,89,0.12517604608645386,0.11333537905403739,0.13144542233327802,L17H24,colon,bypass,31,,P3
-0.11061392473370842,0.11075656869438257,-0.09912109375,-0.30731201171875,0.00634765625,0.9887640449438202,0.4943820224719101,True,coherent,568:colon:mlp:17:,noise,89,-0.11299962558965573,-0.12372584168830614,-0.09820748621158387,L17H24,colon,mlp,17,,P3
-0.10757813828714778,0.10757813828714778,-0.0970458984375,-0.36669921875,-0.00830078125,1.0,0.4606741573033708,True,coherent,568:colon:mlp:17:,restore,89,-0.10948294058613393,-0.1205712677387709,-0.09549892377317622,L17H24,colon,mlp,17,,P3
0.5474456562085098,0.5474456562085098,0.5969772338867188,0.0,0.9215087890625,0.9775280898876404,0.9775280898876404,True,coherent,594:colon:bypass:31:,noise,89,0.5600306138224985,0.5081529747234301,0.5862974275363965,L18H18,colon,bypass,31,,P3
0.5623380682441625,0.5623380682441625,0.5787429809570312,0.0,1.00457763671875,0.9775280898876404,0.9775280898876404,True,coherent,594:colon:bypass:31:,restore,89,0.5752653801578215,0.5190474933452821,0.6053789690639196,L18H18,colon,bypass,31,,P3
-0.2006885442840919,0.20087507869420426,-0.1859130859375,-0.70306396484375,0.00830078125,0.9887640449438202,0.797752808988764,True,coherent,594:colon:head:624:Q,noise,89,-0.2052038565449331,-0.22751783427227748,-0.17518814253003415,L18H18,colon,head,L19H16,Q,P3
-0.21714125322491934,0.21714125322491934,-0.19744873046875,-0.80126953125,-0.0064697265625,1.0,0.8202247191011236,True,coherent,594:colon:head:624:Q,restore,89,-0.22180467912520485,-0.2459383568067229,-0.1907216964143046,L18H18,colon,head,L19H16,Q,P3
-0.30558827753817097,0.30905973777342377,-0.23968505859375,-1.69134521484375,0.099365234375,0.9775280898876404,0.8764044943820225,True,coherent,594:colon:head:641:Q,noise,89,-0.31236634857353124,-0.3604733713557211,-0.256256902217865,L18H18,colon,head,L20H1,Q,P3
-0.35565609342596505,0.35943067207765045,-0.2841796875,-1.6728515625,0.1513671875,0.9775280898876404,0.9101123595505618,True,coherent,594:colon:head:641:Q,restore,89,-0.36349254366995276,-0.4182010901108216,-0.29792822063638924,L18H18,colon,head,L20H1,Q,P3
0.32412985469518085,0.32412985469518085,0.2347412109375,0.004150390625,1.1458282470703125,1.0,0.9101123595505618,True,coherent,594:colon:head:695:KV,noise,89,0.3313959055933459,0.27767384413922774,0.37334271013067,L18H18,colon,head,L21H23,KV,P3
0.31719074356421995,0.31838538673486605,0.2676963806152344,-0.05316162109375,0.93499755859375,0.9887640449438202,0.8539325842696629,True,coherent,594:colon:head:695:KV,restore,89,0.323931063728771,0.2729948018374068,0.3638198183493667,L18H18,colon,head,L21H23,KV,P3
0.0991035740027267,0.10046486372358343,0.0965576171875,-0.01806640625,0.51678466796875,0.9325842696629213,0.449438202247191,True,heterogeneous,594:colon:head:709:Q,noise,89,0.10146039107750202,0.08376583771759204,0.11631114790948585,L18H18,colon,head,L22H5,Q,P3
0.09506709923904934,0.0951192191477572,0.079345703125,-0.0023193359375,0.4901123046875,0.9887640449438202,0.3707865168539326,False,below_rule,594:colon:head:709:Q,restore,89,0.09722589076250449,0.08061322683698677,0.11143500081608804,L18H18,colon,head,L22H5,Q,P3
-0.19797837868165435,0.2047285069240613,-0.1650390625,-0.9854540824890137,0.267242431640625,0.9550561797752809,0.7303370786516854,True,coherent,594:colon:head:751:Q,noise,89,-0.20258853627347398,-0.23729868350404032,-0.1623615696189109,L18H18,colon,head,L23H15,Q,P3
-0.20435561490862558,0.20454214931873793,-0.1534423828125,-1.6002197265625,0.00830078125,0.9887640449438202,0.7191011235955056,True,coherent,594:colon:head:751:Q,restore,89,-0.2091151818461802,-0.2516728403862943,-0.16481627024961323,L18H18,colon,head,L23H15,Q,P3
0.26600623264741363,0.26600623264741363,0.24197006225585938,0.00537109375,0.54901123046875,1.0,0.9775280898876404,True,coherent,594:colon:head:817:KV,noise,89,0.2719978450358599,0.24149946195355962,0.29071854195568,L18H18,colon,head,L25H17,KV,P3
0.2825992455643215,0.2825992455643215,0.26263427734375,0.0067138671875,0.656280517578125,1.0,0.9325842696629213,True,coherent,594:colon:head:817:KV,restore,89,0.28891758535100126,0.25660351099592915,0.3098307582769501,L18H18,colon,head,L25H17,KV,P3
0.6621576962846049,0.6621576962846049,0.65338134765625,0.001708984375,1.6697998046875,1.0,0.9438202247191011,True,coherent,594:colon:head:870:Q,noise,89,0.6773011382968946,0.5817194354668092,0.7433297563134952,L18H18,colon,head,L27H6,Q,P3
0.6626100861624385,0.6627170691329441,0.63409423828125,-0.0047607421875,2.138519287109375,0.9887640449438202,0.9438202247191011,True,coherent,594:colon:head:870:Q,restore,89,0.6778593392207705,0.5808987590704071,0.7491654872894287,L18H18,colon,head,L27H6,Q,P3
0.3254981951767139,0.3255256267076128,0.328033447265625,-0.001220703125,1.0327224731445312,0.9887640449438202,0.8539325842696629,True,coherent,594:colon:head:978:Q,noise,89,0.3329893309494545,0.28496678397896585,0.36753910873713114,L18H18,colon,head,L30H18,Q,P3
0.43325749407993275,0.43325749407993275,0.35479736328125,0.0003662109375,1.076202392578125,1.0,0.9213483146067416,True,coherent,594:colon:head:978:Q,restore,89,0.44318235879656914,0.3769933273283283,0.4917902903610401,L18H18,colon,head,L30H18,Q,P3
0.40957716073882716,0.41033109922087596,0.3807106018066406,-0.02783203125,1.099609375,0.9662921348314607,0.8764044943820225,True,coherent,594:colon:mlp:19:,noise,89,0.4188524169483404,0.35784662332427636,0.4619009573807876,L18H18,colon,mlp,19,,P3
0.4362153685494755,0.4362153685494755,0.335205078125,0.0101318359375,1.139892578125,1.0,0.9662921348314607,True,coherent,594:colon:mlp:19:,restore,89,0.44587569401181976,0.37813754188880494,0.4962013480368623,L18H18,colon,mlp,19,,P3
0.7539887213974856,0.7539887213974856,0.75537109375,0.0,1.2651128768920898,0.9775280898876404,0.9775280898876404,True,coherent,595:colon:bypass:31:,noise,89,0.7713217954526003,0.7031463715467561,0.8027347417359939,L18H19,colon,bypass,31,,P3
0.7698063153899117,0.7698063153899117,0.806640625,0.0,1.2146148681640625,0.9775280898876404,0.9775280898876404,True,coherent,595:colon:bypass:31:,restore,89,0.787503012295427,0.7185793458745721,0.8187597419438735,L18H19,colon,bypass,31,,P3
-0.262630082248302,0.2627014042286391,-0.2342529296875,-0.78582763671875,0.003173828125,0.9887640449438202,0.8764044943820225,True,coherent,595:colon:head:624:Q,noise,89,-0.26818208036751584,-0.29453834268484225,-0.23169358138288007,L18H19,colon,head,L19H16,Q,P3
-0.2724969949615136,0.2724969949615136,-0.2550048828125,-0.943115234375,-0.000732421875,1.0,0.8876404494382022,True,coherent,595:colon:head:624:Q,restore,89,-0.27832633051378974,-0.3049542981587099,-0.24266405962826162,L18H19,colon,head,L19H16,Q,P3
-0.42925360497463955,0.43121701679872665,-0.34075927734375,-1.822998046875,0.087371826171875,0.9887640449438202,0.9213483146067416,True,coherent,595:colon:head:641:Q,noise,89,-0.4384536249884244,-0.4960262839713793,-0.36693945694505503,L18H19,colon,head,L20H1,Q,P3
-0.4542215540167991,0.45827044797747324,-0.40903663635253906,-1.439208984375,0.18017578125,0.9887640449438202,0.9550561797752809,True,coherent,595:colon:head:641:Q,restore,89,-0.46405307725928296,-0.5157073037008221,-0.3942588115006351,L18H19,colon,head,L20H1,Q,P3
0.4552789216630914,0.4552789216630914,0.392333984375,0.00537109375,1.1870574951171875,1.0,0.9775280898876404,True,coherent,595:colon:head:695:KV,noise,89,0.4653859083679901,0.403029941173082,0.509428252196044,L18H19,colon,head,L21H23,KV,P3
0.44493299655699997,0.44493299655699997,0.41748046875,0.0147705078125,1.24169921875,1.0,0.9550561797752809,True,coherent,595:colon:head:695:KV,restore,89,0.4546281606301494,0.3948413840840372,0.49788771881146376,L18H19,colon,head,L21H23,KV,P3
0.1385728187775344,0.13872094904438834,0.1100149154663086,-0.006591796875,0.591949462890625,0.9887640449438202,0.5730337078651685,True,coherent,595:colon:head:709:Q,noise,89,0.1417555946043168,0.11992300340298856,0.15891720203871135,L18H19,colon,head,L22H5,Q,P3
0.13532182607757912,0.13540137751718587,0.1109619140625,-0.0035400390625,0.559326171875,0.9887640449438202,0.5842696629213483,True,coherent,595:colon:head:709:Q,restore,89,0.13842004469071312,0.11773550805081143,0.1544893724195073,L18H19,colon,head,L22H5,Q,P3
-0.2170667521069559,0.2239266921964924,-0.1815185546875,-1.0030112266540527,0.305267333984375,0.9887640449438202,0.7752808988764045,True,coherent,595:colon:head:751:Q,noise,89,-0.22176775233498935,-0.25633341926202347,-0.18138399221254198,L18H19,colon,head,L23H15,Q,P3
-0.22084537784705002,0.22165735116165675,-0.173095703125,-1.0054931640625,0.02734375,0.9775280898876404,0.797752808988764,True,coherent,595:colon:head:751:Q,restore,89,-0.22597840736652242,-0.26000598307405964,-0.1855248786090465,L18H19,colon,head,L23H15,Q,P3
0.3344433120127474,0.3344433120127474,0.3333740234375,0.00390625,0.714202880859375,1.0,0.9775280898876404,True,coherent,595:colon:head:817:KV,noise,89,0.34200257816533935,0.30461465267652876,0.3648974781625726,L18H19,colon,head,L25H17,KV,P3
