config_id,direction,before_mean,after_mean,signed_order_difference,mean_absolute_order_difference,max_absolute_order_difference
505:query_child_last:head:533:V,noise,0.19438487492250592,0.22591065824701545,-0.031525783324509525,0.1523769785848896,0.927001953125
505:query_child_last:head:533:V,restore,0.1962423324584961,0.24987660097272207,-0.053634268514225994,0.13251243548446826,0.993408203125
513:colon:head:547:Q,noise,-0.06804113709524776,-0.22299365783005617,0.15495252073480842,0.18134576818916234,0.992422103881836
513:colon:head:547:Q,restore,-0.05822346183691132,-0.1823855625109726,0.12416210067406129,0.15953044141276498,0.741455078125
513:colon:head:561:KV,noise,0.06812514615862557,0.3098324550671524,-0.24170730890852682,0.24675882532355492,0.83056640625
513:colon:head:561:KV,restore,0.07478791140438465,0.3200167109457295,-0.2452287995413448,0.259472107619382,1.635498046875
513:colon:head:561:V,noise,0.06838885318027453,0.312591552734375,-0.24420269955410046,0.24937079997544878,0.9022216796875
513:colon:head:561:V,restore,0.06867747360400939,0.32065685143631495,-0.25197937783230556,0.26398410154192636,1.65673828125
513:colon:head:594:Q,noise,0.13886629597524577,0.6043878619590503,-0.4655215659838044,0.4776922504553634,1.7847766876220703
513:colon:head:594:Q,restore,0.16612267226315616,0.572952334800463,-0.4068296625373069,0.42394170868262815,1.888671875
513:colon:head:595:Q,noise,0.08520373869478033,0.46248292387201545,-0.37727918517723513,0.38852971323420493,1.6336669921875
513:colon:head:595:Q,restore,0.09788549616095725,0.4062106528978669,-0.3083251567369097,0.3333971473608124,1.455322265625
533:colon:head:547:Q,noise,-0.15025421742642864,-0.11330743853965503,-0.03694677888677361,0.1187266017613786,0.4403076171875
533:colon:head:547:Q,restore,-0.14250043804725904,-0.1178431993120172,-0.024657238735241838,0.11698109916086948,1.016845703125
533:colon:head:561:KV,noise,0.16420695487033116,0.14900807584269662,0.01519887902763452,0.13184244177314672,0.56396484375
533:colon:head:561:KV,restore,0.18903172953744954,0.192796985754806,-0.003765256217356479,0.11790738480814388,0.783447265625
533:colon:head:561:V,noise,0.1658941868985637,0.14958208062675563,0.016312106271808062,0.12890347470058483,0.567626953125
533:colon:head:561:V,restore,0.18300903513190453,0.19496932726227836,-0.011960292130373838,0.1126030750488967,0.89208984375
533:colon:head:594:Q,noise,0.40432699610677997,0.29379683933900985,0.11053015676777014,0.2536845367945982,1.37066650390625
533:colon:head:594:Q,restore,0.47075713082645715,0.34307785516374567,0.1276792756627115,0.25669439455096643,1.52978515625
533:colon:head:595:Q,noise,0.2430541113521276,0.21958614735121137,0.023467964000916212,0.18914551681347108,0.6175537109375
533:colon:head:595:Q,restore,0.27276371302229635,0.25746754849894665,0.015296164523349719,0.1975174807430653,1.4130859375
545:query_is_token:head:594:KV,noise,1.2399586452526992,0.8669881927833128,0.3729704524693864,0.528057226973973,3.1013450622558594
545:query_is_token:head:594:KV,restore,1.2542206839229284,0.7797822737961673,0.4744384101267611,0.5996033422062906,2.5920257568359375
545:query_is_token:head:594:V,noise,1.172022112299887,0.8220760206158242,0.3499460916840628,0.4898252112142156,2.6036148071289062
545:query_is_token:head:594:V,restore,1.1907934553167794,0.7272499799728394,0.46354347534393997,0.5645837475744526,2.755126953125
545:query_is_token:head:595:KV,noise,0.988312914130393,0.9014520109369514,0.08686090319344167,0.4727593432651477,1.762939453125
545:query_is_token:head:595:KV,restore,1.0796649804276026,0.8539906619639879,0.22567431846361483,0.4995256916860516,2.156982421875
545:query_is_token:head:595:V,noise,0.9440135634347294,0.8698258989312676,0.07418766450346186,0.46006947420956046,1.4599609375
545:query_is_token:head:595:V,restore,1.0264678697907523,0.7963363561737403,0.23013151361701195,0.4685856679852089,2.09832763671875
545:query_is_token:head:600:V,noise,-0.35086736786231565,-0.2785498211892803,-0.07231754667303536,0.1277240313840716,0.71905517578125
545:query_is_token:head:600:V,restore,-0.3715955219911725,-0.2899457952949438,-0.08164972669622872,0.12215666824512267,0.6270751953125
545:query_is_token:head:641:V,noise,-0.07855755559514079,-0.19825448882713748,0.11969693323199669,0.12069638391559044,0.47833251953125
545:query_is_token:head:641:V,restore,-0.07871818542480469,-0.1874142550350575,0.10869606961025281,0.10904582162921349,0.476318359375
545:query_is_token:head:709:V,noise,0.09920971045333347,0.141728004712737,-0.04251829425940353,0.05909761150231522,0.211181640625
545:query_is_token:head:709:V,restore,0.09962287645661429,0.14344847604130093,-0.043825599584686625,0.053424835205078125,0.2115478515625
545:query_mother:head:594:KV,noise,1.3531123493494612,1.0170794926332625,0.33603285671619887,0.5568833190403627,2.55072021484375
545:query_mother:head:594:KV,restore,1.2223195279582162,0.8875496253538667,0.3347699026043495,0.5604257047846076,3.71875
545:query_mother:head:594:V,noise,1.2667954584185996,0.9630814455868153,0.30371401283178434,0.5099295819743296,2.46624755859375
545:query_mother:head:594:V,restore,1.17398976743891,0.8496237336919549,0.3243660337469551,0.5206169278434153,2.912109375
545:query_mother:head:595:KV,noise,0.7554117909977945,0.7280176569906514,0.027394134007143165,0.3684195186314958,1.7784423828125
545:query_mother:head:595:KV,restore,0.7072772658273075,0.6630360892649447,0.044241176562362844,0.36108881703923257,1.444580078125
545:query_mother:head:595:V,noise,0.705735463774606,0.6847698768872893,0.020965586887316756,0.3355649776673049,1.6129150390625
545:query_mother:head:595:V,restore,0.6733772620726167,0.6291911896694912,0.04418607240312555,0.343619405553582,1.2734375
545:query_mother:head:600:V,noise,-0.43467653467414086,-0.5641549785485428,0.129478443874402,0.19083334890644202,0.85638427734375
545:query_mother:head:600:V,restore,-0.4880920152985648,-0.595203142487601,0.10711112718903616,0.18751603030086902,0.622802734375
545:query_mother:head:624:V,noise,-0.16966912987526883,-0.15170108066515975,-0.017968049210109065,0.089105145315106,0.380859375
545:query_mother:head:624:V,restore,-0.1546341328138716,-0.13288626510105775,-0.021747867712813816,0.06900352306580276,0.243408203125
545:query_mother:head:641:V,noise,-0.21407379193252393,-0.5907548197199789,0.376681027787455,0.38993251457642975,1.8819580078125
545:query_mother:head:641:V,restore,-0.2297801971435547,-0.5723650642995084,0.34258486715595377,0.36405244034327816,1.806793212890625
545:query_mother:head:709:KV,noise,0.9074280663822474,0.7057615987370524,0.20166646764519508,0.29882772852865497,1.26263427734375
545:query_mother:head:709:KV,restore,0.8757814985982487,0.6519250333978889,0.2238564652003599,0.29760253563355865,1.464019775390625
545:query_mother:head:709:V,noise,0.8574605684601859,0.6785828879709994,0.17887768048918648,0.27626730886737955,1.24365234375
545:query_mother:head:709:V,restore,0.8369619390937719,0.6301072367121664,0.20685470238160553,0.275525768151444,1.379547119140625
545:query_mother:head:870:V,noise,0.30081597874673566,0.2714743453465151,0.02934163340022055,0.12445138009746423,0.47113037109375
545:query_mother:head:870:V,restore,0.28463400079962914,0.26669551549332865,0.017938485306300475,0.09579701370067811,0.4830322265625
545:query_mother:mlp:17:,noise,0.08007891794269005,0.07126051656315836,0.008818401379531686,0.07267041152782655,0.3228464126586914
545:query_mother:mlp:17:,restore,0.04887202616487996,0.049048005864861306,-0.0001759796999813478,0.07574590404381913,0.99951171875
545:query_period:head:594:KV,noise,1.9425417760784707,0.5122486071640187,1.430293168914452,1.430293168914452,3.4683074951171884
545:query_period:head:594:KV,restore,2.042619319444292,0.47544063610977,1.567178683334522,1.567178683334522,3.73193359375
545:query_period:head:594:V,noise,1.865001946352841,0.49370403504103755,1.3712979113118033,1.3712979113118033,3.62335205078125
545:query_period:head:594:V,restore,1.9893151079670768,0.46095267306552845,1.5283624349015483,1.5283624349015483,3.40283203125
545:query_period:head:595:V,noise,0.6055851464860895,0.1474617947353406,0.45812335175074886,0.46465205610468147,1.6453857421875
545:query_period:head:595:V,restore,0.6080471638883098,0.14011380913552274,0.467933354752787,0.4699231694253643,1.4657516479492188
545:query_period:head:600:V,noise,-0.3882271734516272,-0.11923462085509567,-0.26899255259653154,0.2707056517011664,1.37060546875
545:query_period:head:600:V,restore,-0.41342651710081635,-0.12123506524589624,-0.2921914518549201,0.2921914518549201,0.9752197265625
545:query_writer_union:head:594:V,noise,4.656505718659819,2.144357831290599,2.51214788736922,2.5279882248867764,6.23492431640625
545:query_writer_union:head:594:V,restore,4.691476114680258,1.9787430495358584,2.7127330651443997,2.7235767493087253,7.489288330078123
545:query_writer_union:head:595:V,noise,2.5037242910835182,1.6446964821118988,0.8590278089716193,1.0464897262916137,3.82000732421875
545:query_writer_union:head:595:V,restore,2.5647228969616838,1.542414933108212,1.0223079638534718,1.1698552249522691,4.1678466796875
545:query_writer_union:head:600:V,noise,-1.0547609329223633,-0.9536273399095857,-0.1011335930127776,0.29807565453347196,1.27044677734375
545:query_writer_union:head:600:V,restore,-1.139434857314892,-0.9999252490783006,-0.13950960823659148,0.3236733340145497,1.14752197265625
545:query_writer_union:head:624:V,noise,-0.267921415607581,-0.22590817226452775,-0.04201324334305324,0.12423687838436512,0.42816162109375
545:query_writer_union:head:624:V,restore,-0.2486896086274908,-0.2010835154672687,-0.04760609316022209,0.09518844090150984,0.3554534912109375
545:query_writer_union:head:641:V,noise,-0.3490743637084961,-0.8142725912372718,0.46519822752877565,0.49004210782854746,2.1141357421875
545:query_writer_union:head:641:V,restore,-0.3639397353268741,-0.7871084320411253,0.4231686967142512,0.4480089766255925,1.929656982421875
545:query_writer_union:head:709:V,noise,0.9705789115991486,0.8253669738769531,0.1452119377221954,0.29250830746768564,1.2626953125
545:query_writer_union:head:709:V,restore,0.9506855439603998,0.7796868099255508,0.17099873403484903,0.28008021665423105,1.446014404296875
547:colon:head:594:Q,noise,-0.07846621181188004,-0.2374629331438729,0.15899672133199286,0.18089216210868922,0.7956676483154297
547:colon:head:594:Q,restore,-0.09072785966851737,-0.2535610252551818,0.16283316558666444,0.1853767405734973,0.720458984375
547:colon:head:595:Q,noise,-0.04629819848564234,-0.16504643472392908,0.11874823623828673,0.13388028305568053,0.6506633758544922
547:colon:head:595:Q,restore,-0.052218667576822,-0.1684051685118943,0.11618650093507231,0.13296002484439465,0.59814453125
568:colon:bypass:31:,noise,0.042898890677462796,0.20255208819100026,-0.15965319751353746,0.15965319751353746,0.4453125
568:colon:bypass:31:,restore,0.04188803340611833,0.20283816905503863,-0.1609501356489203,0.1609501356489203,0.468353271484375
568:colon:head:695:V,noise,0.010068271936995256,0.17336603228965503,-0.16329776035265975,0.16333067818973843,0.54241943359375
568:colon:head:695:V,restore,0.009693435068880572,0.17402250311347875,-0.16432906804459818,0.16432906804459818,0.537109375
568:colon:mlp:17:,noise,-0.028422505668040072,-0.19280534379937675,0.1643828381313367,0.16553701979390692,0.5726318359375
568:colon:mlp:17:,restore,-0.028561345646890363,-0.1865949309274052,0.15803358528051484,0.15834630473276204,0.57830810546875
594:colon:bypass:31:,noise,0.8967967408426692,0.19809457157435043,0.6987021692683187,0.6987021692683187,1.409912109375
594:colon:bypass:31:,restore,0.9244223176763299,0.20025381881199525,0.7241684988643347,0.7241684988643347,1.49365234375
594:colon:head:624:Q,noise,-0.27243614196777344,-0.1289409466004104,-0.14349519536736305,0.18134586462813818,0.802490234375
594:colon:head:624:Q,restore,-0.31312056337849475,-0.12116194307134392,-0.19195862030715086,0.2207177515779988,0.99090576171875
594:colon:head:641:Q,noise,-0.4061659909366222,-0.20501056413971977,-0.20115542679690243,0.26073041122950863,1.56414794921875
594:colon:head:641:Q,restore,-0.5360860288812873,-0.17522615797064278,-0.36085987091064453,0.3744641314731555,1.9940185546875
594:colon:head:695:KV,noise,0.3926209331898207,0.25563877620054093,0.13698215698927976,0.2996911466791389,1.107086181640625
594:colon:head:695:KV,restore,0.38697873876335914,0.24740274836508075,0.1395759903982784,0.26153649105114884,1.4700927734375
594:colon:head:695:V,noise,0.3731007040216682,0.25193855199920995,0.1211621520224582,0.28443100211325656,1.044830322265625
594:colon:head:695:V,restore,0.3769462939058797,0.24633291866002457,0.1306133752458551,0.2554353274656146,1.462646484375
594:colon:head:709:Q,noise,0.14689655518263914,0.051310592822814256,0.09558596235982487,0.10675228847546524,0.8443603515625
594:colon:head:709:Q,restore,0.150086906518829,0.04004729195926966,0.11003961455955934,0.11376893118526159,0.395263671875
594:colon:head:751:Q,noise,-0.3140022727880585,-0.08195448457525017,-0.23204778821280833,0.2448184945610132,1.05133056640625
594:colon:head:751:Q,restore,-0.3365210843889901,-0.07219014542826106,-0.264330938960729,0.26816998171002676,1.4144287109375
594:colon:head:817:KV,noise,0.43212032318115234,0.09989214211367489,0.3322281810674774,0.33460430884629155,0.7481765747070312
594:colon:head:817:KV,restore,0.4651482828547446,0.10005020827389835,0.3650980745808462,0.3650980745808462,1.06573486328125
594:colon:head:870:Q,noise,1.0865292817019345,0.23778611086727527,0.8487431708346592,0.8536314696408389,2.29296875
594:colon:head:870:Q,restore,1.1134752423575756,0.21174492996730163,0.9017303123902739,0.9053005261367626,4.87469482421875
594:colon:head:978:Q,noise,0.5729414264807541,0.0780549638726738,0.4948864626080802,0.4967675798394707,1.5063629150390625
594:colon:head:978:Q,restore,0.756415624297067,0.11009936386279845,0.6463162604342686,0.6473970627516843,1.928924560546875
594:colon:mlp:19:,noise,0.6622628522722909,0.15689146920536343,0.5053713830669274,0.5204532601860132,1.626708984375
594:colon:mlp:19:,restore,0.7191854326912527,0.15324530440769837,0.5659401282835542,0.5660224228762509,1.7841796875
595:colon:bypass:31:,noise,1.0127003166113007,0.49527712618367054,0.5174231904276302,0.524678830350383,1.21533203125
595:colon:bypass:31:,restore,1.04039820124594,0.49921442953388345,0.5411837717120567,0.5454351446601782,1.46234130859375
595:colon:head:624:Q,noise,-0.2452662285794033,-0.2799939359172007,0.034727707337797356,0.1607781635241562,0.6406478881835938
595:colon:head:624:Q,restore,-0.27463717942827204,-0.2703568104947551,-0.004280368933516941,0.14501685238956066,0.74884033203125
595:colon:head:641:Q,noise,-0.3889016890793704,-0.4696055208699087,0.08070383179053832,0.2543693606773119,1.164794921875
595:colon:head:641:Q,restore,-0.4660131475898657,-0.44242996044373245,-0.02358318714613325,0.2591036250082295,1.70941162109375
595:colon:head:695:KV,noise,0.35615280237090724,0.5544050409552757,-0.1982522385843684,0.3329739731349302,1.59637451171875
595:colon:head:695:KV,restore,0.35809575841667945,0.5317702346973205,-0.17367447628064103,0.2949293436629049,1.137939453125
595:colon:head:695:V,noise,0.350448056553187,0.5505698129032435,-0.2001217563500565,0.32809036233451927,1.58984375
595:colon:head:695:V,restore,0.3495422588305527,0.5321388351783324,-0.1825965763477797,0.29008248682772175,1.1669921875
595:colon:head:709:Q,noise,0.14705237377895397,0.13009326377611483,0.01695911000283916,0.07044813070404396,0.78631591796875
595:colon:head:709:Q,restore,0.1515934547681487,0.11905019738700952,0.032543257381139175,0.06825818908348512,0.28515625
595:colon:head:751:Q,noise,-0.25891745492313684,-0.17521604929077492,-0.08370140563236193,0.12921123692158903,0.63519287109375
595:colon:head:751:Q,restore,-0.2741459942935558,-0.16754476140054425,-0.10660123289301154,0.14487867676809932,1.18560791015625
595:colon:head:817:KV,noise,0.43547228480992695,0.23341433921556795,0.20205794559435897,0.22461011436548126,0.700927734375
595:colon:head:817:KV,restore,0.4667117943924465,0.2341375458106566,0.23257424858178985,0.23852586210443733,0.96923828125
595:colon:head:870:Q,noise,0.908189741413245,0.5547893395584621,0.35340040185478294,0.46795091736182737,1.864501953125
595:colon:head:870:Q,restore,0.9606386463293869,0.523691670278485,0.43694697605090194,0.5176016775409827,4.31927490234375
595:colon:head:978:Q,noise,0.43330899785073956,0.13257187403989643,0.3007371238108431,0.30256543534525326,1.2254791259765625
595:colon:head:978:Q,restore,0.5905460186218947,0.17654821845922578,0.41399780016266896,0.4208748849590173,1.56280517578125
595:colon:mlp:18:,noise,0.10046608528394378,0.11136755782566714,-0.010901472541723358,0.15573003318872344,0.63287353515625
595:colon:mlp:18:,restore,0.06487996390696323,0.06619502721207865,-0.0013150633051154318,0.12378386165318864,0.447845458984375
595:colon:mlp:19:,noise,0.654499193255821,0.4087639283598139,0.24573526489600706,0.3477006869369678,1.1429443359375
595:colon:mlp:19:,restore,0.7079883961195357,0.3991876666465502,0.3088007294729854,0.3528681122854854,2.038818359375
624:colon:bypass:31:,noise,-0.15686950790748166,-0.11164238747586025,-0.04522712043162142,0.0696278422066335,0.2821044921875
624:colon:bypass:31:,restore,-0.1562603296858541,-0.11052249522691363,-0.04573783445894049,0.06837587678030635,0.253173828125
624:colon:head:641:Q,noise,0.047736816191941166,0.1957676705349697,-0.14803085434302854,0.16320734881283191,0.9079132080078125
624:colon:head:641:Q,restore,0.05106872387146682,0.16582881198840194,-0.11476008811693512,0.13706089405531294,0.7044219970703125
624:colon:head:695:KV,noise,-0.07700541849886433,-0.17943436911936556,0.10242895062050122,0.1266996619406711,0.6323394775390625
624:colon:head:695:KV,restore,-0.07168600532446015,-0.1673557838697112,0.09566977854525105,0.11217670226364992,0.4228515625
624:colon:head:695:V,noise,-0.07728874549437105,-0.1786253157626377,0.10133657026826666,0.12062943383549037,0.644744873046875
624:colon:head:695:V,restore,-0.07237138641014527,-0.16928786374209973,0.09691647733195444,0.1091392817122213,0.388671875
624:colon:head:870:Q,noise,-0.12292583872762959,-0.14239159058988765,0.01946575186225806,0.07803393481822496,0.38720703125
624:colon:head:870:Q,restore,-0.11305751157610604,-0.1296207985181487,0.016563286942042663,0.06804712702719014,0.3363037109375
641:colon:bypass:31:,noise,-0.28829721386513013,-0.4168065531869953,0.12850933932186512,0.1710708596733179,0.5531005859375
641:colon:bypass:31:,restore,-0.29002786486336357,-0.4186902849861745,0.12866242012281096,0.16974550954411538,0.5616455078125
641:colon:head:695:KV,noise,-0.10005771979857027,-0.44746741819917485,0.3474096984006046,0.3500486116730765,1.733642578125
641:colon:head:695:KV,restore,-0.08770125099782193,-0.4225601882077335,0.33485893720991156,0.3394094852918989,1.02197265625
641:colon:head:695:V,noise,-0.09978052203574878,-0.45071342553985255,0.3509329035041038,0.3524443808566318,1.7294921875
641:colon:head:695:V,restore,-0.09814864597963484,-0.43411618672060165,0.3359675407409668,0.3409529643112354,1.01092529296875
641:colon:head:817:KV,noise,-0.1135205150990004,-0.19962615109561535,0.08610563599661494,0.10730823774016306,0.42877197265625
641:colon:head:817:KV,restore,-0.12087558360581988,-0.20154820131451895,0.08067261770869909,0.10167385487074262,0.30810546875
641:colon:head:870:Q,noise,-0.13239635510391065,-0.3402193905262465,0.20782303542233585,0.2284287227673477,1.18017578125
641:colon:head:870:Q,restore,-0.1274457031421447,-0.31792799274573164,0.19048228960358696,0.20857685603452533,0.87091064453125
641:colon:head:978:Q,noise,-0.1365274257874221,-0.10112753878818469,-0.03539988699923741,0.08477842138054666,0.5840682983398438
641:colon:head:978:Q,restore,-0.16689594140213526,-0.1315018514568886,-0.03539408994524666,0.11138568835312061,0.4105224609375
751:colon:head:870:Q,noise,-0.17666200573524732,-0.23675674267029495,0.06009473693504762,0.10587974076860407,0.4434814453125
751:colon:head:870:Q,restore,-0.17254788688059602,-0.23005204790093925,0.057504161020343225,0.09339677617790994,0.408935546875
751:colon:head:978:Q,noise,-0.27064457368314937,-0.13351131824964887,-0.1371332554335005,0.15140913845448012,0.5627593994140625
751:colon:head:978:Q,restore,-0.32382485036099895,-0.1645425089289633,-0.15928234143203565,0.1798345587226782,0.88616943359375
787:colon:bypass:31:,noise,0.08189823922146572,0.24898679068918977,-0.16708855146772406,0.1715845793820499,0.4995269775390625
787:colon:bypass:31:,restore,0.08037144950266635,0.2503875989592477,-0.17001614945658136,0.1746403340543254,0.541015625
817:colon:bypass:31:,noise,0.2897352904416202,0.18755224849400895,0.10218304194761126,0.10916865273807826,0.4283447265625
817:colon:bypass:31:,restore,0.28351721602879215,0.18920118353340062,0.0943160324953915,0.1035990339986394,0.2822265625
817:colon:head:870:Q,noise,0.3472099947125724,0.25689662976211375,0.09031336495045865,0.15704778606971997,0.6415786743164062
817:colon:head:870:Q,restore,0.32697374365302956,0.25015147348468225,0.0768222701683473,0.14408987023857203,0.64251708984375
817:colon:head:978:Q,noise,0.3208102108387465,0.11302133624473315,0.20778887459401335,0.21006980638825493,0.730712890625
817:colon:head:978:Q,restore,0.38232174348295406,0.13083764408411605,0.251484099398838,0.25523124651962453,1.0965576171875
