config_id,direction,population,n,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,ci_low,ci_high,source,site,kind,receiver,channel,panel,control_of,mean_restore,retained_restore,mean_additional69,retained_additional69,I_over_full_gap,J_over_full_gap
505:query_child_last:head:513:V,noise,all89,89,0.1815207138490141,0.1820309403237332,0.15118408203125,-0.022705078125,0.51043701171875,0.9887640449438202,0.7640449438202247,True,coherent,0.1593988631548506,0.2045039683245541,505,query_child_last,head,513,V,P2,,0.1870538491881295,True,0.1816284829291744,True,0.016250068451428228,0.016745404912513494
505:query_child_last:head:533:KV,noise,all89,89,0.211978628394309,0.2124998274813877,0.181365966796875,-0.023193359375,0.998870849609375,0.9887640449438202,0.797752808988764,True,coherent,0.1821744507618164,0.2450716599989472,505,query_child_last,head,533,KV,P2,,0.2225514824470777,True,0.2183816536613132,True,0.01897671702917941,0.01992321838674547
505:query_child_last:head:533:V,noise,all89,89,0.2101477665847607,0.2105592395482438,0.1834716796875,-0.018310546875,1.2012939453125,0.9887640449438202,0.797752808988764,True,coherent,0.1796270807137649,0.2461509463492404,505,query_child_last,head,533,V,P2,,0.223059466715609,True,0.2154768446217412,True,0.018812814909694508,0.01996869407357396
513:colon:head:547:Q,noise,all89,89,-0.1455173974626519,0.151389888163363,-0.124755859375,-0.6483001708984375,0.09490966796875,0.9325842696629212,0.550561797752809,True,coherent,-0.1723559224203731,-0.1206912271092447,513,colon,head,547,Q,P3,,-0.1203045121739419,True,-0.1446612606877866,True,-0.013026985292756577,-0.010769881389229973
513:colon:head:561:KV,noise,all89,89,0.188978800612889,0.1910121628407682,0.156005859375,-0.05194091796875,0.7482223510742188,0.9662921348314608,0.7191011235955056,True,coherent,0.1619171465380808,0.2181282764070489,513,colon,head,561,KV,P3,,0.197402311175057,True,0.1846738967342653,True,0.01691773010755451,0.01767181827927917
513:colon:head:561:V,noise,all89,89,0.1904902029573247,0.1923068560911028,0.16448974609375,-0.052703857421875,0.7472076416015625,0.9662921348314608,0.7078651685393258,True,coherent,0.1635687728946128,0.2193850876240247,513,colon,head,561,V,P3,,0.1946671625201621,True,0.1859572521154431,True,0.01705303362765392,0.017426962736766027
513:colon:head:594:Q,noise,all89,89,0.371627078967148,0.37205141046074,0.3209228515625,-0.0111618041992187,1.03790283203125,0.9775280898876404,0.9213483146067416,True,coherent,0.3252168309822511,0.4200783441575725,513,colon,head,594,Q,P3,,0.3695375035318096,True,0.3673074141792629,True,0.033268740209139926,0.03308167756962808
513:colon:head:595:Q,noise,all89,89,0.2738433312833979,0.2773801985751377,0.231201171875,-0.083099365234375,0.8595685958862305,0.9662921348314608,0.8651685393258427,True,coherent,0.2349879915794629,0.3159538323959607,513,colon,head,595,Q,P3,,0.2520480745294121,True,0.2710547723631928,True,0.024514959113832956,0.02256380760798708
533:colon:head:547:Q,noise,all89,89,-0.1317808279830418,0.1329631269647834,-0.09710693359375,-0.50341796875,0.023406982421875,0.9438202247191012,0.4943820224719101,True,coherent,-0.1544349683804458,-0.1105197317144844,533,colon,head,547,Q,P3,,-0.1301718186796381,True,-0.1362209734709366,True,-0.011797262306336775,-0.011653220831593328
533:colon:head:561:KV,noise,all89,89,0.1566075153565139,0.1571465449386768,0.1304931640625,-0.018310546875,0.641357421875,0.9775280898876404,0.6404494382022472,True,coherent,0.1338315967763407,0.1813356154420402,533,colon,head,561,KV,P3,,0.1909143576461277,True,0.1543565211088761,True,0.014019793061568937,0.017091004736189644
533:colon:head:561:V,noise,all89,89,0.1577381337626596,0.1585720523019854,0.1290054321289062,-0.020263671875,0.6319580078125,0.9550561797752808,0.6741573033707865,True,coherent,0.1345573271258493,0.1828686257426658,533,colon,head,561,V,P3,,0.1889891811970914,True,0.1546472673830778,True,0.014121008102556459,0.016918659396561137
533:colon:head:594:Q,noise,all89,89,0.3490619177228949,0.3497257607706477,0.3073158264160156,-0.029541015625,1.46234130859375,0.9887640449438202,0.9325842696629212,True,coherent,0.304552149504758,0.3976579796062426,533,colon,head,594,Q,P3,,0.4069174929951014,True,0.3476425599360812,True,0.03124866543606675,0.03642800303635914
533:colon:head:595:Q,noise,all89,89,0.2313201293516694,0.2336120337582706,0.20556640625,-0.05322265625,0.96258544921875,0.9662921348314608,0.7752808988764045,True,coherent,0.1991199371520053,0.2654377440388282,533,colon,head,595,Q,P3,,0.2651156307606215,True,0.2356426059335902,True,0.02070820379917912,0.023733639296874488
545:query_is_token:head:594:KV,noise,all89,89,1.053473419018006,1.053473419018006,1.0369377136230469,0.060302734375,2.468505859375,1.0,0.9775280898876404,True,coherent,0.9594575198848596,1.1529072515080483,545,query_is_token,head,594,KV,P1,,1.0170014788595478,True,1.0592022702313852,True,0.09430887972951693,0.09104384450811341
545:query_is_token:head:594:V,noise,all89,89,0.9970490664578556,0.9970490664578556,0.9490890502929688,0.055419921875,2.2169189453125,1.0,0.9775280898876404,True,coherent,0.9093284419413364,1.088749537307225,545,query_is_token,head,594,V,P1,,0.9590217176448094,True,1.0078728475432466,True,0.08925766782103675,0.08585338955364112
545:query_is_token:head:595:KV,noise,all89,89,0.9448824625336724,0.9448824625336724,0.88525390625,0.0380859375,2.366943359375,1.0,0.9775280898876404,True,coherent,0.857755928227071,1.037175184823154,545,query_is_token,head,595,KV,P1,,0.9668278211957952,True,0.941971813423046,True,0.0845876174082137,0.08655220631318719
545:query_is_token:head:595:V,noise,all89,89,0.9069197311829984,0.9069197311829984,0.8543548583984375,0.03857421875,2.114448547363281,1.0,0.9775280898876404,True,coherent,0.8229608539784893,0.9954991071411732,545,query_is_token,head,595,V,P1,,0.9114021129822464,True,0.9046364590741586,True,0.08118912381499901,0.08159039488494314
545:query_is_token:head:600:V,noise,all89,89,-0.3147085945257979,0.3147085945257979,-0.3051643371582031,-0.732818603515625,-0.0263671875,1.0,0.9775280898876404,True,coherent,-0.3411486906951733,-0.2893675617957383,545,query_is_token,head,600,V,P1,,-0.3307706586430581,True,-0.3116955860801365,True,-0.028173292705044983,-0.02961119825225328
545:query_is_token:head:641:V,noise,all89,89,-0.1384060222111391,0.1384060222111391,-0.1207275390625,-0.432258129119873,-0.006591796875,1.0,0.6741573033707865,True,coherent,-0.1551702062735396,-0.1229232711068699,545,query_is_token,head,641,V,P1,,-0.1330662202299311,True,-0.1401790363201196,True,-0.012390361889451779,-0.011912332986459044
545:query_is_token:head:709:V,noise,all89,89,0.1204688575830352,0.1204688575830352,0.11224365234375,0.001953125,0.268798828125,1.0,0.5730337078651685,True,coherent,0.1091444070419568,0.1323622299044319,545,query_is_token,head,709,V,P1,,0.1215356762489576,True,0.1190644830897234,True,0.010784593892782959,0.010880097463581605
545:query_mother:head:594:KV,noise,all89,89,1.185095920991362,1.185095920991362,0.97900390625,0.224609375,3.73046875,1.0,1.0,True,coherent,1.0469765569386855,1.3342709087253954,545,query_mother,head,594,KV,P1,,1.0549345766560416,True,1.1442003319228904,True,0.10609196840001633,0.09443968525100775
545:query_mother:head:594:V,noise,all89,89,1.1149384520027077,1.1149384520027077,0.965312957763672,0.229248046875,2.998291015625,1.0,1.0,True,coherent,0.9942292204063928,1.245561586337143,545,query_mother,head,594,V,P1,,1.0118067505654325,True,1.0872426447661028,True,0.09981134262860783,0.09057880286864432
545:query_mother:head:595:KV,noise,all89,89,0.7417147239942229,0.7417147239942229,0.6365585327148438,0.180419921875,1.9635543823242183,1.0,1.0,True,coherent,0.6591380533207669,0.8289497592475976,545,query_mother,head,595,KV,P1,,0.6851566775461261,True,0.7326882542043492,True,0.06639966745813776,0.061336487026701705
545:query_mother:head:595:V,noise,all89,89,0.6952526703309477,0.6952526703309477,0.5657119750976562,0.18267822265625,1.7077865600585938,1.0,1.0,True,coherent,0.6211149961760875,0.7719012204180943,545,query_mother,head,595,V,P1,,0.651284225871054,True,0.6896879016489222,True,0.062240298885743534,0.058304162799531385
545:query_mother:head:600:V,noise,all89,89,-0.4994157566113418,0.4994157566113418,-0.4693603515625,-1.367431640625,-0.0576171875,1.0,0.9887640449438202,True,coherent,-0.5443401885836312,-0.4577464252375485,545,query_mother,head,600,V,P1,,-0.5416475788930829,True,-0.4853104923082434,True,-0.04470861786829736,-0.048489288340305706
545:query_mother:head:624:V,noise,all89,89,-0.1606851052702143,0.1606851052702143,-0.1400146484375,-0.7189230918884277,-0.013916015625,1.0,0.651685393258427,True,coherent,-0.1841124377893598,-0.1402440124683166,545,query_mother,head,624,V,P1,,-0.1437601989574646,True,-0.1570435468701349,True,-0.014384826416768274,-0.012869677647879243
545:query_mother:head:641:V,noise,all89,89,-0.4024143058262514,0.4024143058262514,-0.36083984375,-1.09014892578125,-0.048095703125,1.0,0.9438202247191012,True,coherent,-0.4558025924007544,-0.3514918599235878,545,query_mother,head,641,V,P1,,-0.4010726307215315,True,-0.3867873108905295,True,-0.03602486943142921,-0.03590476020626712
545:query_mother:head:709:KV,noise,all89,89,0.8065948325596498,0.8065948325596498,0.7960205078125,0.033935546875,1.9592208862304683,1.0,0.9775280898876404,True,coherent,0.7341653321566206,0.8826297715808566,545,query_mother,head,709,KV,P1,,0.7638532659980688,True,0.790323043215102,True,0.07220785420976786,0.06838155049147879
545:query_mother:head:709:V,noise,all89,89,0.7680217282155927,0.7680217282155927,0.72198486328125,0.031005859375,1.76123046875,1.0,0.9775280898876404,True,coherent,0.6995963834644703,0.8393218893683358,545,query_mother,head,709,V,P1,,0.7335345879029692,True,0.7533543835515562,True,0.06875471890259632,0.06566736661705888
545:query_mother:head:870:V,noise,all89,89,0.2861451620466254,0.325713313027714,0.28076171875,-0.253387451171875,1.1468505859375,0.7752808988764045,0.7752808988764045,True,coherent,0.226280811797367,0.3469165184524621,545,query_mother,head,870,V,P1,,0.2756647581464789,True,0.2728822611380314,True,0.0256162416492609,0.02467801659954203
545:query_mother:mlp:17:,noise,all89,89,0.0756697172529242,0.1259108339802602,0.04071044921875,-0.22998046875,0.645263671875,0.6404494382022472,0.4382022471910112,True,heterogeneous,0.042690439572495,0.1109121559710984,545,query_mother,mlp,17,,P1,,0.0489600160148706,True,0.0741487724193628,True,0.006774092383104169,0.004382990760417785
545:query_period:head:594:KV,noise,all89,89,1.2273951916212449,1.2273951916212449,1.1248626708984375,0.08447265625,2.9896240234375,1.0,0.9887640449438202,True,coherent,1.1219202660442738,1.3356401518489538,545,query_period,head,594,KV,P1,,1.259029977777031,True,1.2130854717199353,True,0.10987867697231087,0.11271068126304659
545:query_period:head:594:V,noise,all89,89,1.179352990696939,1.179352990696939,1.139068603515625,0.088623046875,2.659996032714844,1.0,0.9887640449438202,True,coherent,1.081688080209025,1.2797923942630212,545,query_period,head,594,V,P1,,1.2251338905163025,True,1.1719848176707393,True,0.10557785070833638,0.10967624113473935
545:query_period:head:595:V,noise,all89,89,0.376523470610715,0.376523470610715,0.3365743160247803,0.033935546875,0.9569320678710938,1.0,0.9775280898876404,True,coherent,0.3382402797763267,0.4166355713699641,545,query_period,head,595,V,P1,,0.3740804865119163,True,0.3661546741706737,True,0.0337070742024667,0.03348837376883877
545:query_period:head:600:V,noise,all89,89,-0.2537308971533614,0.2537308971533614,-0.2347412109375,-0.806884765625,-0.02294921875,1.0,0.9775280898876404,True,coherent,-0.2773097533858224,-0.2319338594929556,545,query_period,head,600,V,P1,,-0.2673307911733563,True,-0.2525712925454844,True,-0.02271445698706309,-0.023931944534742688
545:query_writer_union:head:594:V,noise,all89,89,3.4004317749752087,3.4004317749752087,3.277130126953125,0.429931640625,6.112879514694214,1.0,1.0,True,coherent,3.178343562597639,3.627096662963374,545,query_writer_union,head,594,V,P1,,3.3351095821080583,True,3.3909442770308345,True,0.30441291209178906,0.29856514913966936
545:query_writer_union:head:595:V,noise,all89,89,2.0742103865977084,2.0742103865977084,1.95928955078125,0.322998046875,3.771984100341797,1.0,1.0,True,coherent,1.9320916897795173,2.21928076583348,545,query_writer_union,head,595,V,P1,,2.053568915034948,True,2.0572000517361406,True,0.18568713206423543,0.1838392695326234
545:query_writer_union:head:600:V,noise,all89,89,-1.0041941364159743,1.0041941364159743,-0.96826171875,-2.3970947265625,-0.103515625,1.0,1.0,True,coherent,-1.078393726000625,-0.9333307968096788,545,query_writer_union,head,600,V,P1,,-1.0696800531965962,True,-0.9881717087565988,True,-0.08989730763650293,-0.09575972745474351
545:query_writer_union:head:624:V,noise,all89,89,-0.2469147939360543,0.2469147939360543,-0.222412109375,-0.9383330345153807,-0.0185546875,1.0,0.9550561797752808,True,coherent,-0.2775522623169288,-0.2195597605758838,545,query_writer_union,head,624,V,P1,,-0.2248865620473797,True,-0.2434923268746638,True,-0.0221042668798042,-0.020132259011034787
545:query_writer_union:head:641:V,noise,all89,89,-0.5816734774728839,0.5816734774728839,-0.549041748046875,-1.4278559684753418,-0.060546875,1.0,0.9775280898876404,True,coherent,-0.6477804153153066,-0.5184451865346245,545,query_writer_union,head,641,V,P1,,-0.5755240836839998,True,-0.5670983065729556,True,-0.05207248046179935,-0.05152197540986752
545:query_writer_union:head:709:V,noise,all89,89,0.8979729427380508,0.8979729427380508,0.886962890625,0.0361328125,1.931121826171875,1.0,0.9775280898876404,True,coherent,0.824359167291877,0.9742490678690792,545,query_writer_union,head,709,V,P1,,0.8651861769429753,True,0.8815302641495414,True,0.0803881908439455,0.07745305921530896
547:colon:head:594:Q,noise,all89,89,-0.1579645724778764,0.1631847928079326,-0.1510157585144043,-0.55145263671875,0.1305389404296875,0.9662921348314608,0.6853932584269663,True,coherent,-0.1803466318698411,-0.1363586910654989,547,colon,head,594,Q,P3,,-0.1721444424618496,True,-0.154629665872325,True,-0.01414127931317646,-0.015410687376785
547:colon:head:595:Q,noise,all89,89,-0.1056723166047857,0.112927270739266,-0.0986566543579101,-0.3934183120727539,0.1712799072265625,0.9662921348314608,0.5168539325842697,True,coherent,-0.1233875795696558,-0.0882893706975358,547,colon,head,595,Q,P3,,-0.1103119180443581,True,-0.1052226398302161,True,-0.009459980306584112,-0.00987532596814375
568:colon:bypass:31:,noise,all89,89,0.1227254894342315,0.1227254894342315,0.12261962890625,0.0,0.275390625,0.9775280898876404,0.7303370786516854,True,coherent,0.1135589078571019,0.1319968782783893,568,colon,bypass,31,,P3,,0.1223631012305784,True,0.119190053663392,True,0.010986611730163848,0.010954170071079964
568:colon:head:695:V,noise,all89,89,0.0917171521133251,0.091793960399842,0.0772552490234375,-0.00341796875,0.305938720703125,0.9887640449438202,0.348314606741573,False,below_rule,0.0809496997447496,0.1032714364233981,568,colon,head,695,V,P3,,0.0918579690911796,False,0.0890438798545063,False,0.008210688292308536,0.008223294487385326
568:colon:mlp:17:,noise,all89,89,-0.1106139247337084,0.1107565686943825,-0.09912109375,-0.30731201171875,0.00634765625,0.9887640449438202,0.4943820224719101,True,coherent,-0.1237258416883061,-0.0982074862115838,568,colon,mlp,17,,P3,,-0.1075781382871477,True,-0.1082747984623563,True,-0.009902362162915514,-0.00963059297187122
594:colon:bypass:31:,noise,all89,89,0.5474456562085098,0.5474456562085098,0.5969772338867188,0.0,0.9215087890625,0.9775280898876404,0.9775280898876404,True,coherent,0.5081529747234301,0.5862974275363965,594,colon,bypass,31,,P3,,0.5623380682441625,True,0.5459543241970781,True,0.0490083428948219,0.05034153903456121
594:colon:head:624:Q,noise,all89,89,-0.2006885442840919,0.2008750786942042,-0.1859130859375,-0.70306396484375,0.00830078125,0.9887640449438202,0.797752808988764,True,coherent,-0.2275178342722774,-0.1751881425300341,594,colon,head,624,Q,P3,,-0.2171412532249193,True,-0.2001546915026678,True,-0.017966007916576356,-0.01943888470749871
594:colon:head:641:Q,noise,all89,89,-0.3055882775381709,0.3090597377734237,-0.23968505859375,-1.69134521484375,0.099365234375,0.9775280898876404,0.8764044943820225,True,coherent,-0.3604733713557211,-0.256256902217865,594,colon,head,641,Q,P3,,-0.355656093425965,True,-0.3086944248365319,True,-0.027356825139415324,-0.031838988183721675
594:colon:head:695:KV,noise,all89,89,0.3241298546951808,0.3241298546951808,0.2347412109375,0.004150390625,1.1458282470703125,1.0,0.9101123595505618,True,coherent,0.2776738441392277,0.37334271013067,594,colon,head,695,KV,P3,,0.3171907435642199,True,0.3240646901337997,True,0.029016701258288823,0.028395499256163737
594:colon:head:695:V,noise,all89,89,0.3125196280104391,0.3125196280104391,0.236328125,0.00830078125,1.0834503173828125,1.0,0.898876404494382,True,coherent,0.2682818151591868,0.3596269811807054,594,colon,head,695,V,P3,,0.3116396062829521,True,0.3119444812553516,True,0.02797733239308823,0.027898551228078588
594:colon:head:709:Q,noise,all89,89,0.0991035740027267,0.1004648637235834,0.0965576171875,-0.01806640625,0.51678466796875,0.9325842696629212,0.449438202247191,True,heterogeneous,0.083765837717592,0.1163111479094858,594,colon,head,709,Q,P3,,0.0950670992390493,False,0.0968083506045134,False,0.008871934376949556,0.008510581725666027
594:colon:head:751:Q,noise,all89,89,-0.1979783786816543,0.2047285069240613,-0.1650390625,-0.9854540824890136,0.267242431640625,0.9550561797752808,0.7303370786516854,True,coherent,-0.2372986835040403,-0.1623615696189109,594,colon,head,751,Q,P3,,-0.2043556149086255,True,-0.209577152694481,True,-0.017723388902908584,-0.018294290829315774
594:colon:head:817:KV,noise,all89,89,0.2660062326474136,0.2660062326474136,0.2419700622558593,0.00537109375,0.54901123046875,1.0,0.9775280898876404,True,coherent,0.2414994619535596,0.29071854195568,594,colon,head,817,KV,P3,,0.2825992455643215,True,0.2664190910864567,True,0.023813367617221335,0.025298804678357323
594:colon:head:870:Q,noise,all89,89,0.6621576962846049,0.6621576962846049,0.65338134765625,0.001708984375,1.6697998046875,1.0,0.9438202247191012,True,coherent,0.5817194354668092,0.7433297563134952,594,colon,head,870,Q,P3,,0.6626100861624385,True,0.6736396222874739,True,0.059277575887096444,0.059318074661730204
594:colon:head:978:Q,noise,all89,89,0.3254981951767139,0.3255256267076128,0.328033447265625,-0.001220703125,1.0327224731445312,0.9887640449438202,0.8539325842696629,True,coherent,0.2849667839789658,0.3675391087371311,594,colon,head,978,Q,P3,,0.4332574940799327,True,0.3240445178488026,True,0.029139197617069502,0.03878600842077619
594:colon:mlp:19:,noise,all89,89,0.4095771607388271,0.4103310992208759,0.3807106018066406,-0.02783203125,1.099609375,0.9662921348314608,0.8764044943820225,True,coherent,0.3578466233242763,0.4619009573807876,594,colon,mlp,19,,P3,,0.4362153685494755,True,0.3920422498730646,True,0.03666610138875735,0.03905080278821562
595:colon:bypass:31:,noise,all89,89,0.7539887213974856,0.7539887213974856,0.75537109375,0.0,1.2651128768920898,0.9775280898876404,0.9775280898876404,True,coherent,0.7031463715467561,0.8027347417359939,595,colon,bypass,31,,P3,,0.7698063153899117,True,0.74774828510008,True,0.06749845829994534,0.06891447843155205
595:colon:head:624:Q,noise,all89,89,-0.262630082248302,0.2627014042286391,-0.2342529296875,-0.78582763671875,0.003173828125,0.9887640449438202,0.8764044943820225,True,coherent,-0.2945383426848422,-0.23169358138288,595,colon,head,624,Q,P3,,-0.2724969949615136,True,-0.2629604132279106,True,-0.023511128418594592,-0.024394432607929825
595:colon:head:641:Q,noise,all89,89,-0.4292536049746395,0.4312170167987266,-0.34075927734375,-1.822998046875,0.087371826171875,0.9887640449438202,0.9213483146067416,True,coherent,-0.4960262839713793,-0.366939456945055,595,colon,head,641,Q,P3,,-0.4542215540167991,True,-0.4395196265068607,True,-0.03842757289761567,-0.04066274965746659
595:colon:head:695:KV,noise,all89,89,0.4552789216630914,0.4552789216630914,0.392333984375,0.00537109375,1.1870574951171875,1.0,0.9775280898876404,True,coherent,0.403029941173082,0.509428252196044,595,colon,head,695,KV,P3,,0.4449329965569999,True,0.4636144257973933,True,0.04075740715559029,0.039831220895067
595:colon:head:695:V,noise,all89,89,0.4505089347282152,0.4505089347282152,0.3912200927734375,0.009521484375,1.129150390625,1.0,0.9775280898876404,True,coherent,0.3999147472086917,0.5031027134884608,595,colon,head,695,V,P3,,0.4408405470044425,True,0.4567726038504338,True,0.04033038914447432,0.0394648572776432
595:colon:head:709:Q,noise,all89,89,0.1385728187775344,0.1387209490443883,0.1100149154663085,-0.006591796875,0.591949462890625,0.9887640449438202,0.5730337078651685,True,coherent,0.1199230034029885,0.1589172020387113,595,colon,head,709,Q,P3,,0.1353218260775791,True,0.1400215833083443,True,0.01240529382511859,0.012114258974113598
595:colon:head:751:Q,noise,all89,89,-0.2170667521069559,0.2239266921964924,-0.1815185546875,-1.0030112266540527,0.305267333984375,0.9887640449438202,0.7752808988764045,True,coherent,-0.2563334192620234,-0.1813839922125419,595,colon,head,751,Q,P3,,-0.22084537784705,True,-0.2291910890219868,True,-0.019432215230275187,-0.0197704847623129
595:colon:head:817:KV,noise,all89,89,0.3344433120127474,0.3344433120127474,0.3333740234375,0.00390625,0.714202880859375,1.0,0.9775280898876404,True,coherent,0.3046146526765287,0.3648974781625726,595,colon,head,817,KV,P3,,0.3504246701015515,True,0.333826500436534,True,0.029939980942615886,0.03137066153759121
595:colon:head:870:Q,noise,all89,89,0.7314895404858536,0.732119522737653,0.67315673828125,-0.0253486633300781,1.854400634765625,0.9662921348314608,0.8876404494382022,True,coherent,0.6369885140590453,0.8277466677547838,595,colon,head,870,Q,P3,,0.7421651583039359,True,0.735669834026392,True,0.06548429020770657,0.0664399911667135
595:colon:head:978:Q,noise,all89,89,0.282940435945318,0.2830172442318348,0.248565673828125,-0.00341796875,1.0202102661132812,0.9887640449438202,0.8089887640449438,True,coherent,0.2447003415461336,0.3231175106562925,595,colon,head,978,Q,P3,,0.3835471185405603,True,0.2789773871933204,True,0.02532934866933553,0.034335844094445275
595:colon:mlp:18:,noise,all89,89,0.1059168215548054,0.1271829230062077,0.08355712890625,-0.1949291229248047,0.4788379669189453,0.8202247191011236,0.4719101123595505,True,coherent,0.0795720811640278,0.133315256472384,595,colon,mlp,18,,P3,,0.0655374955595209,False,0.1118367720341337,True,0.009481868839800426,0.00586703724547507
595:colon:mlp:19:,noise,all89,89,0.5316315608078175,0.5322076229566939,0.4902801513671875,-0.025634765625,1.5322265625,0.9887640449438202,0.9438202247191012,True,coherent,0.4604008919737312,0.6061203560132659,595,colon,mlp,19,,P3,,0.5535880313830429,True,0.5143296960471333,True,0.04759263596358749,0.04955821962747699
624:colon:bypass:31:,noise,all89,89,-0.1342559476916709,0.1342559476916709,-0.12786865234375,-0.3110237121582031,0.0,0.9775280898876404,0.651685393258427,True,coherent,-0.1486347203844049,-0.1202054560854194,624,colon,bypass,31,,P3,,-0.1333914124563838,True,-0.129634432170702,True,-0.012018839578912713,-0.011941444793192707
624:colon:head:641:Q,noise,all89,89,0.1217522433634554,0.1265580439835452,0.09466552734375,-0.10968017578125,0.5140609741210938,0.9438202247191012,0.4943820224719101,True,coherent,0.0985671972290853,0.1461776530474759,624,colon,head,641,Q,P3,,0.1084487679299343,True,0.1151451546212901,True,0.010899484950333365,0.009708533340169311
624:colon:head:695:KV,noise,all89,89,-0.1282198938091149,0.1282198938091149,-0.11749267578125,-0.4448165893554687,-0.00634765625,1.0,0.5617977528089888,True,coherent,-0.1463638987434044,-0.1112295820471945,624,colon,head,695,KV,P3,,-0.1195208945970856,True,-0.1259915794151416,True,-0.01147848092403418,-0.01069973050124785
624:colon:head:695:V,noise,all89,89,-0.1279570306285044,0.1279570306285044,-0.10443115234375,-0.4227447509765625,-0.00537109375,1.0,0.5168539325842697,True,coherent,-0.1465949632478564,-0.1102578260255663,624,colon,head,695,V,P3,,-0.1208296250761225,True,-0.1262557955755703,True,-0.011454948928221109,-0.01081689046287355
624:colon:head:870:Q,noise,all89,89,-0.1326587146587586,0.1336157321929931,-0.119140625,-0.3792724609375,0.0136260986328125,0.9213483146067416,0.6292134831460674,True,coherent,-0.1531348295426101,-0.1127118493733781,624,colon,head,870,Q,P3,,-0.1213391550471273,True,-0.1348685423533121,True,-0.011875852337581696,-0.010862504523832837
641:colon:bypass:31:,noise,all89,89,-0.3525518835260627,0.3525518835260627,-0.3380126953125,-0.8587646484375,0.0,0.9775280898876404,0.9438202247191012,True,coherent,-0.3880678610855274,-0.3179022894816452,641,colon,bypass,31,,P3,,-0.354359074924769,True,-0.3496789310289466,True,-0.03156109359917872,-0.03172287669991199
