config_id,direction,population,n,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,ci_low,ci_high,source,site,kind,receiver,channel,panel,control_of
426:query_sentence:head:547:V,restore,core20,20,0.14788398742675782,0.14788398742675782,0.14264869689941406,0.0506591796875,0.330780029296875,1.0,0.7,True,coherent,0.11595608711242676,0.18332825660705562,426,query_sentence,head,547,V,P4,
426:query_sentence:head:547:V,restore,additional69,69,0.13706957775613535,0.13771708115287448,0.1212158203125,-0.0223388671875,0.4471435546875,0.9855072463768116,0.6376811594202898,True,coherent,0.11654403313346531,0.15907597921896674,426,query_sentence,head,547,V,P4,
426:query_sentence:head:594:K,noise,all89,89,-0.10689723893497767,0.13572107004315664,-0.102783203125,-0.5678863525390625,0.18560791015625,0.7640449438202247,0.5393258426966292,True,coherent,-0.1373889928453424,-0.07785769767975542,426,query_sentence,head,594,K,P4,
426:query_sentence:head:594:K,noise,core20,20,-0.12715425491333007,0.14065828323364257,-0.13231945037841794,-0.3594627380371094,0.05401611328125,0.8,0.6,True,coherent,-0.18166025876998904,-0.07424454450607311,426,query_sentence,head,594,K,P4,
426:query_sentence:head:594:K,noise,additional69,69,-0.10102564010067262,0.1342899937560593,-0.09490966796875,-0.5678863525390625,0.18560791015625,0.7536231884057971,0.5217391304347826,True,coherent,-0.13663281616957293,-0.06721757546715117,426,query_sentence,head,594,K,P4,
426:query_sentence:head:594:K,restore,all89,89,-0.07362035687050122,0.11130017912789678,-0.0702533721923828,-0.35272216796875,0.1923828125,0.7303370786516854,0.48314606741573035,True,heterogeneous,-0.09815989022844293,-0.04932815680343116,426,query_sentence,head,594,K,P4,
426:query_sentence:head:594:K,restore,core20,20,-0.057917213439941405,0.11442089080810547,-0.0714111328125,-0.32806396484375,0.1583290100097656,0.65,0.55,True,heterogeneous,-0.1134714126586914,-0.0026820802688599164,426,query_sentence,head,594,K,P4,
426:query_sentence:head:594:K,restore,additional69,69,-0.0781719926474751,0.11039562501769135,-0.0702533721923828,-0.35272216796875,0.1923828125,0.7536231884057971,0.463768115942029,True,heterogeneous,-0.10569070042043492,-0.051404442994490936,426,query_sentence,head,594,K,P4,
426:query_sentence:head:595:V,noise,all89,89,-0.11641270391057047,0.11641270391057047,-0.100830078125,-0.39688873291015625,-0.009033203125,1.0,0.5056179775280899,True,coherent,-0.1329387496026714,-0.1012909665536345,426,query_sentence,head,595,V,P4,
426:query_sentence:head:595:V,noise,core20,20,-0.1119039535522461,0.1119039535522461,-0.10174560546875,-0.23956298828125,-0.01385498046875,1.0,0.5,True,coherent,-0.13945306777954103,-0.08519228458404544,426,query_sentence,head,595,V,P4,
426:query_sentence:head:595:V,noise,additional69,69,-0.11771958807240361,0.11771958807240361,-0.100830078125,-0.39688873291015625,-0.009033203125,1.0,0.5072463768115942,True,coherent,-0.1375309261722841,-0.09975267596866776,426,query_sentence,head,595,V,P4,
426:query_sentence:head:595:V,restore,all89,89,-0.10308718413449405,0.10402945722087045,-0.0859375,-0.5169677734375,0.0308837890625,0.9662921348314607,0.4044943820224719,True,coherent,-0.12044957045758709,-0.08763961095488473,426,query_sentence,head,595,V,P4,
426:query_sentence:head:595:V,restore,core20,20,-0.11006488800048828,0.11006488800048828,-0.112548828125,-0.187744140625,-0.029296875,1.0,0.6,True,coherent,-0.13218582153320313,-0.08764968872070313,426,query_sentence,head,595,V,P4,
426:query_sentence:head:595:V,restore,additional69,69,-0.10106466127478558,0.10228005699489427,-0.0771484375,-0.5169677734375,0.0308837890625,0.9565217391304348,0.34782608695652173,True,coherent,-0.12291249555090199,-0.08219980329707051,426,query_sentence,head,595,V,P4,
426:query_sentence:mlp:14:,noise,all89,89,0.18422552708829387,0.18456979280107477,0.16552734375,-0.01531982421875,0.6236572265625,0.9887640449438202,0.6966292134831461,True,coherent,0.15740347752410375,0.21292254656888127,426,query_sentence,mlp,14,,P4,
426:query_sentence:mlp:14:,noise,core20,20,0.18135576248168944,0.18135576248168944,0.18863677978515625,0.03277587890625,0.43294525146484375,1.0,0.75,True,coherent,0.13859651565551756,0.2280515384674072,426,query_sentence,mlp,14,,P4,
426:query_sentence:mlp:14:,noise,additional69,69,0.18505734291629514,0.18550139579220096,0.156005859375,-0.01531982421875,0.6236572265625,0.9855072463768116,0.6811594202898551,True,coherent,0.1527336046315622,0.21949793497721348,426,query_sentence,mlp,14,,P4,
426:query_sentence:mlp:14:,restore,all89,89,0.17192503039756518,0.17218014363492473,0.130859375,-0.0113525390625,0.790802001953125,0.9887640449438202,0.6292134831460674,True,coherent,0.142679994561699,0.20336520993307725,426,query_sentence,mlp,14,,P4,
426:query_sentence:mlp:14:,restore,core20,20,0.171051025390625,0.171051025390625,0.1350860595703125,0.000396728515625,0.790802001953125,1.0,0.65,True,coherent,0.1048683738708496,0.25673870086669914,426,query_sentence,mlp,14,,P4,
426:query_sentence:mlp:14:,restore,additional69,69,0.17217836518218552,0.17250742428544638,0.130859375,-0.0113525390625,0.6374979019165039,0.9855072463768116,0.6231884057971014,True,coherent,0.14102457260739978,0.20694195049396455,426,query_sentence,mlp,14,,P4,
474:query_sentence:head:513:KV,noise,all89,89,0.14830841107314893,0.14977736955278376,0.13641357421875,-0.06536865234375,0.48834228515625,0.9887640449438202,0.6853932584269663,True,coherent,0.1288466685273674,0.1691336659902937,474,query_sentence,head,513,KV,P4,
474:query_sentence:head:513:KV,noise,core20,20,0.1416637420654297,0.1416637420654297,0.12811279296875,0.054443359375,0.28369140625,1.0,0.7,True,coherent,0.11258346080780028,0.17167331695556626,474,query_sentence,head,513,KV,P4,
474:query_sentence:head:513:KV,noise,additional69,69,0.15023440208987912,0.1521291456360748,0.13818359375,-0.06536865234375,0.48834228515625,0.9855072463768116,0.6811594202898551,True,coherent,0.12636008901872497,0.17550224877785942,474,query_sentence,head,513,KV,P4,
474:query_sentence:head:513:KV,restore,all89,89,0.13954834455854437,0.14048375976219607,0.120849609375,-0.02252197265625,0.4400634765625,0.9775280898876404,0.5393258426966292,True,coherent,0.11889760976427056,0.16131219462062532,474,query_sentence,head,513,KV,P4,
474:query_sentence:head:513:KV,restore,core20,20,0.12926654815673827,0.13117694854736328,0.092529296875,-0.01910400390625,0.328857421875,0.95,0.45,True,coherent,0.09047958374023438,0.17253756046295163,474,query_sentence,head,513,KV,P4,
474:query_sentence:head:513:KV,restore,additional69,69,0.14252857539964758,0.14318138620127802,0.1455078125,-0.02252197265625,0.4400634765625,0.9855072463768116,0.5652173913043478,True,coherent,0.11868478733560314,0.16832085415936898,474,query_sentence,head,513,KV,P4,
474:query_sentence:head:513:V,noise,all89,89,0.13602330175678382,0.13602330175678382,0.12128829956054685,0.001922607421875,0.4090576171875,1.0,0.6292134831460674,True,coherent,0.11989139251494675,0.15343112356207345,474,query_sentence,head,513,V,P4,
474:query_sentence:head:513:V,noise,core20,20,0.12451190948486328,0.12451190948486328,0.11585044860839842,0.0062408447265625,0.25689697265625,1.0,0.55,True,coherent,0.09697760105133056,0.1527395963668823,474,query_sentence,head,513,V,P4,
474:query_sentence:head:513:V,noise,additional69,69,0.1393599371979202,0.1393599371979202,0.1240234375,0.001922607421875,0.4090576171875,1.0,0.6521739130434783,True,coherent,0.11995154809260714,0.16002849150395046,474,query_sentence,head,513,V,P4,
474:query_sentence:head:513:V,restore,all89,89,0.13966132817643412,0.13985883519890602,0.1268310546875,-0.0087890625,0.4140625,0.9887640449438202,0.6179775280898876,True,coherent,0.12095541579000066,0.15930270023560253,474,query_sentence,head,513,V,P4,
474:query_sentence:head:513:V,restore,core20,20,0.1430917739868164,0.1430917739868164,0.119659423828125,0.0499305725097656,0.321868896484375,1.0,0.7,True,coherent,0.1107565689086914,0.1805046224594116,474,query_sentence,head,513,V,P4,
474:query_sentence:head:513:V,restore,additional69,69,0.13866699605748273,0.13892175149226535,0.1309814453125,-0.0087890625,0.4140625,0.9855072463768116,0.5942028985507246,True,coherent,0.11652430693308513,0.16220283853834946,474,query_sentence,head,513,V,P4,
505:query_child_last:head:513:KV,noise,all89,89,0.18456180979696551,0.18456180979696551,0.162353515625,0.01953125,0.51690673828125,1.0,0.7528089887640449,True,coherent,0.16224641853503965,0.207768251119035,505,query_child_last,head,513,KV,P2,
505:query_child_last:head:513:KV,noise,core20,20,0.21025657653808594,0.21025657653808594,0.16943359375,0.0757293701171875,0.3997802734375,1.0,0.9,True,coherent,0.1641344118118286,0.2583417224884033,505,query_child_last,head,513,KV,P2,
505:query_child_last:head:513:KV,noise,additional69,69,0.17711405132127844,0.17711405132127844,0.162353515625,0.01953125,0.51690673828125,1.0,0.7101449275362319,True,coherent,0.15188645193542258,0.20367891270181404,505,query_child_last,head,513,KV,P2,
505:query_child_last:head:513:KV,restore,all89,89,0.1810939445924223,0.1906792072767622,0.1776123046875,-0.1895751953125,0.7537841796875,0.9662921348314607,0.7303370786516854,True,coherent,0.1527646814839224,0.20993777339378095,505,query_child_last,head,513,KV,P2,
505:query_child_last:head:513:KV,restore,core20,20,0.17318830490112305,0.19688520431518555,0.17619991302490232,-0.167510986328125,0.473785400390625,0.9,0.75,True,coherent,0.10867543458938599,0.2365990567207336,505,query_child_last,head,513,KV,P2,
505:query_child_last:head:513:KV,restore,additional69,69,0.1833854343580163,0.18888036755548007,0.1776123046875,-0.1895751953125,0.7537841796875,0.9855072463768116,0.7246376811594203,True,coherent,0.1523130057514578,0.21664375775102251,505,query_child_last,head,513,KV,P2,
505:query_child_last:head:513:V,noise,all89,89,0.1815207138490141,0.1820309403237332,0.15118408203125,-0.022705078125,0.51043701171875,0.9887640449438202,0.7640449438202247,True,coherent,0.15939886315485066,0.20450396832455411,505,query_child_last,head,513,V,P2,
505:query_child_last:head:513:V,noise,core20,20,0.18114891052246093,0.18114891052246093,0.13443565368652344,0.0217742919921875,0.38417816162109375,1.0,0.8,True,coherent,0.13598387718200683,0.22902896404266357,505,query_child_last,head,513,V,P2,
505:query_child_last:head:513:V,noise,additional69,69,0.18162848292917444,0.1822866011356962,0.16015625,-0.022705078125,0.51043701171875,0.9855072463768116,0.7536231884057971,True,coherent,0.15667554744775744,0.2082099130188209,505,query_child_last,head,513,V,P2,
505:query_child_last:head:513:V,restore,all89,89,0.18705384918812956,0.18705384918812956,0.162994384765625,0.01141357421875,0.7662353515625,1.0,0.7303370786516854,True,coherent,0.1617573004090384,0.2141614759236239,505,query_child_last,head,513,V,P2,
505:query_child_last:head:513:V,restore,core20,20,0.2078627586364746,0.2078627586364746,0.196441650390625,0.064697265625,0.51934814453125,1.0,0.8,True,coherent,0.16334007501602174,0.25764082670211774,505,query_child_last,head,513,V,P2,
505:query_child_last:head:513:V,restore,additional69,69,0.1810222812320875,0.1810222812320875,0.1468505859375,0.01141357421875,0.7662353515625,1.0,0.7101449275362319,True,coherent,0.15150790896968563,0.2141708177068959,505,query_child_last,head,513,V,P2,
505:query_child_last:head:533:KV,noise,all89,89,0.21197862839430906,0.2124998274813877,0.181365966796875,-0.023193359375,0.998870849609375,0.9887640449438202,0.797752808988764,True,coherent,0.18217445076181646,0.24507165999894728,505,query_child_last,head,533,KV,P2,
505:query_child_last:head:533:KV,noise,core20,20,0.18988819122314454,0.18988819122314454,0.1499614715576172,0.0139617919921875,0.45147705078125,1.0,0.7,True,coherent,0.1383168888092041,0.24455729007720942,505,query_child_last,head,533,KV,P2,
505:query_child_last:head:533:KV,noise,additional69,69,0.21838165366131326,0.21905392494754514,0.1875,-0.023193359375,0.998870849609375,0.9855072463768116,0.8260869565217391,True,coherent,0.1833851881649183,0.25848810517269627,505,query_child_last,head,533,KV,P2,
505:query_child_last:head:533:KV,restore,all89,89,0.22255148244707773,0.22288203239440918,0.1716766357421875,-0.01470947265625,0.9259033203125,0.9887640449438202,0.797752808988764,True,coherent,0.187243893106332,0.2608185285932562,505,query_child_last,head,533,KV,P2,
505:query_child_last:head:533:KV,restore,core20,20,0.2371164321899414,0.2371164321899414,0.179656982421875,0.022369384765625,0.6943359375,1.0,0.9,True,coherent,0.16852238178253173,0.31685486793518064,505,query_child_last,head,533,KV,P2,
505:query_child_last:head:533:KV,restore,additional69,69,0.21832975788392883,0.21875611941019693,0.1688232421875,-0.01470947265625,0.9259033203125,0.9855072463768116,0.7681159420289855,True,coherent,0.17811155077339946,0.2632506527762482,505,query_child_last,head,533,KV,P2,
505:query_child_last:head:533:V,noise,all89,89,0.2101477665847607,0.21055923954824382,0.1834716796875,-0.018310546875,1.2012939453125,0.9887640449438202,0.797752808988764,True,coherent,0.17962708071376499,0.2461509463492404,505,query_child_last,head,533,V,P2,
505:query_child_last:head:533:V,noise,core20,20,0.19176244735717773,0.19176244735717773,0.14557266235351562,0.01971435546875,0.45465087890625,1.0,0.7,True,coherent,0.13825876235961915,0.24861103534698484,505,query_child_last,head,533,V,P2,
505:query_child_last:head:533:V,noise,additional69,69,0.21547684462174124,0.21600758511087167,0.1846809387207031,-0.018310546875,1.2012939453125,0.9855072463768116,0.8260869565217391,True,coherent,0.17936367142027704,0.2593711918678836,505,query_child_last,head,533,V,P2,
505:query_child_last:head:533:V,restore,all89,89,0.22305946671560908,0.22305946671560908,0.1845703125,0.01605224609375,0.9893798828125,1.0,0.8089887640449438,True,coherent,0.1898742598094297,0.2599261069565675,505,query_child_last,head,533,V,P2,
505:query_child_last:head:533:V,restore,core20,20,0.24070911407470702,0.24070911407470702,0.185943603515625,0.07177734375,0.58251953125,1.0,0.85,True,coherent,0.17783751487731933,0.3110935306549071,505,query_child_last,head,533,V,P2,
505:query_child_last:head:533:V,restore,additional69,69,0.2179436269013778,0.2179436269013778,0.1845703125,0.01605224609375,0.9893798828125,1.0,0.7971014492753623,True,coherent,0.17950967947642008,0.26110310658164637,505,query_child_last,head,533,V,P2,
513:colon:head:547:Q,noise,all89,89,-0.14551739746265197,0.151389888163363,-0.124755859375,-0.6483001708984375,0.09490966796875,0.9325842696629213,0.550561797752809,True,coherent,-0.17235592242037312,-0.12069122710924471,513,colon,head,547,Q,P3,
513:colon:head:547:Q,noise,core20,20,-0.1484710693359375,0.14869384765625,-0.17918968200683594,-0.2974853515625,0.002227783203125,0.95,0.6,True,coherent,-0.18907318592071531,-0.1064273738861084,513,colon,head,547,Q,P3,
513:colon:head:547:Q,noise,additional69,69,-0.1446612606877866,0.15217134917991748,-0.110809326171875,-0.6483001708984375,0.09490966796875,0.927536231884058,0.5362318840579711,True,coherent,-0.17688486576080323,-0.11494321529416071,513,colon,head,547,Q,P3,
513:colon:head:547:Q,restore,all89,89,-0.12030451217394196,0.13125723667359085,-0.1007080078125,-0.4573974609375,0.269561767578125,0.9325842696629213,0.5168539325842697,True,coherent,-0.1423784916990259,-0.09812149251444957,513,colon,head,547,Q,P3,
513:colon:head:547:Q,restore,core20,20,-0.12093706130981445,0.13816423416137696,-0.0977029800415039,-0.4573974609375,0.0992431640625,0.9,0.5,True,coherent,-0.17803597927093506,-0.06908056974411016,513,colon,head,547,Q,P3,
513:colon:head:547:Q,restore,additional69,69,-0.12012116459832675,0.12925520841626154,-0.1007080078125,-0.4569091796875,0.269561767578125,0.9420289855072463,0.5217391304347826,True,coherent,-0.1439144908518031,-0.09629657795463785,513,colon,head,547,Q,P3,
513:colon:head:561:KV,noise,all89,89,0.188978800612889,0.1910121628407682,0.156005859375,-0.05194091796875,0.7482223510742188,0.9662921348314607,0.7191011235955056,True,coherent,0.16191714653808081,0.2181282764070489,513,colon,head,561,KV,P3,
513:colon:head:561:KV,noise,core20,20,0.20383071899414062,0.20383071899414062,0.18072128295898438,0.043701171875,0.49505615234375,1.0,0.75,True,coherent,0.14901392936706542,0.26264616012573244,513,colon,head,561,KV,P3,
513:colon:head:561:KV,noise,additional69,69,0.18467389673426532,0.18729663931805154,0.151885986328125,-0.05194091796875,0.7482223510742188,0.9565217391304348,0.7101449275362319,True,coherent,0.15363569259643553,0.2186441039693527,513,colon,head,561,KV,P3,
513:colon:head:561:KV,restore,all89,89,0.19740231117505705,0.19871662439924948,0.16583251953125,-0.053466796875,1.0352783203125,0.9775280898876404,0.7415730337078652,True,coherent,0.1634373450547122,0.2359815672542272,513,colon,head,561,KV,P3,
513:colon:head:561:KV,restore,core20,20,0.19891881942749023,0.19891881942749023,0.16228485107421875,0.02587890625,0.604278564453125,1.0,0.8,True,coherent,0.14275567770004272,0.26383553504943846,513,colon,head,561,KV,P3,
513:colon:head:561:KV,restore,additional69,69,0.19696274356565613,0.19865801714468692,0.16583251953125,-0.053466796875,1.0352783203125,0.9710144927536232,0.7246376811594203,True,coherent,0.15700670187024102,0.24407751871191935,513,colon,head,561,KV,P3,
513:colon:head:561:V,noise,all89,89,0.19049020295732477,0.19230685609110285,0.16448974609375,-0.052703857421875,0.7472076416015625,0.9662921348314607,0.7078651685393258,True,coherent,0.16356877289461286,0.2193850876240247,513,colon,head,561,V,P3,
513:colon:head:561:V,noise,core20,20,0.2061288833618164,0.2061288833618164,0.1888751983642578,0.0452880859375,0.46575927734375,1.0,0.7,True,coherent,0.1532556676864624,0.26187062263488764,513,colon,head,561,V,P3,
513:colon:head:561:V,noise,additional69,69,0.18595725211544314,0.188300471374954,0.15667724609375,-0.052703857421875,0.7472076416015625,0.9565217391304348,0.7101449275362319,True,coherent,0.1546987117200658,0.22032525798548822,513,colon,head,561,V,P3,
513:colon:head:561:V,restore,all89,89,0.19466716252016217,0.19641043630878577,0.16115951538085935,-0.0626220703125,1.009521484375,0.9775280898876404,0.7303370786516854,True,coherent,0.16079083721289475,0.2327335191576668,513,colon,head,561,V,P3,
513:colon:head:561:V,restore,core20,20,0.19448890686035156,0.19448890686035156,0.14801025390625,0.023468017578125,0.638916015625,1.0,0.7,True,coherent,0.13492945671081544,0.2631727027893066,513,colon,head,561,V,P3,
513:colon:head:561:V,restore,additional69,69,0.19471883082735367,0.19696740136630292,0.16314697265625,-0.0626220703125,1.009521484375,0.9710144927536232,0.7391304347826086,True,coherent,0.15501770247583802,0.2408082022183183,513,colon,head,561,V,P3,
513:colon:head:594:Q,noise,all89,89,0.371627078967148,0.37205141046074,0.3209228515625,-0.01116180419921875,1.03790283203125,0.9775280898876404,0.9213483146067416,True,coherent,0.3252168309822511,0.42007834415757256,513,colon,head,594,Q,P3,
513:colon:head:594:Q,noise,core20,20,0.38652992248535156,0.38652992248535156,0.3491973876953125,0.12579345703125,0.83349609375,1.0,1.0,True,coherent,0.30876680374145504,0.4692150831222534,513,colon,head,594,Q,P3,
513:colon:head:594:Q,noise,additional69,69,0.3673074141792629,0.36785474030867865,0.3209228515625,-0.01116180419921875,1.03790283203125,0.9710144927536232,0.8985507246376812,True,coherent,0.3115465120992799,0.4254390182702438,513,colon,head,594,Q,P3,
513:colon:head:594:Q,restore,all89,89,0.3695375035318096,0.3695375035318096,0.352294921875,0.0177001953125,1.0767822265625,1.0,0.8876404494382022,True,coherent,0.3229708200090387,0.4178576051519157,513,colon,head,594,Q,P3,
513:colon:head:594:Q,restore,core20,20,0.3814064025878906,0.3814064025878906,0.36102294921875,0.0584716796875,0.90472412109375,1.0,0.9,True,coherent,0.2908991479873657,0.48195327758789036,513,colon,head,594,Q,P3,
513:colon:head:594:Q,restore,additional69,69,0.3660972429358441,0.3660972429358441,0.3427886962890625,0.0177001953125,1.0767822265625,1.0,0.8840579710144928,True,coherent,0.31251966711403667,0.42276222325753476,513,colon,head,594,Q,P3,
513:colon:head:595:Q,noise,all89,89,0.2738433312833979,0.2773801985751377,0.231201171875,-0.083099365234375,0.8595685958862305,0.9662921348314607,0.8651685393258427,True,coherent,0.23498799157946298,0.31595383239596075,513,colon,head,595,Q,P3,
513:colon:head:595:Q,noise,core20,20,0.2834638595581055,0.2834638595581055,0.254669189453125,0.04327392578125,0.556640625,1.0,0.95,True,coherent,0.22133822917938234,0.3469216918945312,513,colon,head,595,Q,P3,
513:colon:head:595:Q,noise,additional69,69,0.2710547723631928,0.2756168185800746,0.23028564453125,-0.083099365234375,0.8595685958862305,0.9565217391304348,0.8405797101449275,True,coherent,0.22328169933263806,0.32178346160529314,513,colon,head,595,Q,P3,
513:colon:head:595:Q,restore,all89,89,0.2520480745294121,0.2532848936788152,0.248779296875,-0.03369140625,0.8282470703125,0.9775280898876404,0.7640449438202247,True,coherent,0.21483035167951264,0.2908307171939464,513,colon,head,595,Q,P3,
513:colon:head:595:Q,restore,core20,20,0.23744821548461914,0.23744821548461914,0.22121524810791016,0.043182373046875,0.8282470703125,1.0,0.75,True,coherent,0.16481008529663085,0.3251442694664,513,colon,head,595,Q,P3,
513:colon:head:595:Q,restore,additional69,69,0.25627991773080133,0.25787523518437927,0.24951171875,-0.03369140625,0.760498046875,0.9710144927536232,0.7681159420289855,True,coherent,0.2140664729519167,0.3015952113745869,513,colon,head,595,Q,P3,
533:colon:head:547:Q,noise,all89,89,-0.13178082798304183,0.1329631269647834,-0.09710693359375,-0.50341796875,0.023406982421875,0.9438202247191011,0.4943820224719101,True,coherent,-0.15443496838044582,-0.11051973171448443,533,colon,head,547,Q,P3,
533:colon:head:547:Q,noise,core20,20,-0.11646232604980469,0.11674308776855469,-0.08318328857421875,-0.240966796875,0.0028076171875,0.95,0.45,True,coherent,-0.15245114803314208,-0.08098876714706425,533,colon,head,547,Q,P3,
533:colon:head:547:Q,noise,additional69,69,-0.13622097347093665,0.13766458760137143,-0.1021728515625,-0.50341796875,0.023406982421875,0.9420289855072463,0.5072463768115942,True,coherent,-0.16339385198510212,-0.11058498344559602,533,colon,head,547,Q,P3,
533:colon:head:547:Q,restore,all89,89,-0.13017181867963812,0.13148990373932914,-0.1013641357421875,-0.6102294921875,0.02978515625,0.9438202247191011,0.5168539325842697,True,coherent,-0.15352107835619638,-0.10923409729861142,533,colon,head,547,Q,P3,
533:colon:head:547:Q,restore,core20,20,-0.13012981414794922,0.13104991912841796,-0.086151123046875,-0.38037109375,0.0092010498046875,0.95,0.45,True,coherent,-0.17449255466461183,-0.09060374259948738,533,colon,head,547,Q,P3,
533:colon:head:547:Q,restore,additional69,69,-0.13018399390621463,0.13161743551060773,-0.10260009765625,-0.6102294921875,0.02978515625,0.9420289855072463,0.5362318840579711,True,coherent,-0.15735579677250075,-0.10563158159670627,533,colon,head,547,Q,P3,
