head,benchmark,condition,metric,mean,events,trials,trial_sd,positive_trial_fraction,trial_min,trial_max
L15H3,repeated_sequence,correct_copy_events,source_attention,0.03344501212204062,953,32,0.006446925090720238,1.0,0.020896765020942048,0.04875101049941394
L15H3,repeated_sequence,correct_copy_events,source_argmax,0.0,953,32,0.0,0.0,0.0,0.0
L15H3,repeated_sequence,correct_copy_events,self_attention,0.11082836813002436,953,32,0.017666139800530993,1.0,0.0839183956625,0.15333338670672908
L15H3,repeated_sequence,correct_copy_events,previous_attention,0.03341416831220114,953,32,0.0055994130662988546,1.0,0.024437705729285192,0.04877136355886857
L15H3,repeated_sequence,correct_copy_events,output_gold_minus_others,-0.0041306772279898,953,32,0.0034246452166913012,0.09375,-0.011058579873422096,0.001551490809236254
L15H3,repeated_sequence,correct_copy_events,model_correct,1.0,953,32,0.0,1.0,1.0,1.0
L15H27,repeated_sequence,all_probes,source_attention,0.003409443541122234,992,32,0.0006369470732942006,1.0,0.00247814116301015,0.005558302584705094
L15H27,repeated_sequence,all_probes,source_argmax,0.0,992,32,0.0,0.0,0.0,0.0
L15H27,repeated_sequence,all_probes,self_attention,0.012358197513094638,992,32,0.0022517940182732866,1.0,0.008452594655776215,0.016842894263625625
L15H27,repeated_sequence,all_probes,previous_attention,0.012369345452938316,992,32,0.00219994871687977,1.0,0.00850070473707972,0.016812685940925394
L15H27,repeated_sequence,all_probes,output_gold_minus_others,9.019960998557505e-06,992,32,0.00045016788164573695,0.53125,-0.0008392710719377764,0.0009229449975875116
L15H27,repeated_sequence,all_probes,model_correct,0.9606854838709677,992,32,0.029238916461507957,1.0,0.9032258064516129,1.0
L15H27,repeated_sequence,correct_copy_events,source_attention,0.003403780128156474,953,32,0.0006270087887104294,1.0,0.0025146547569117198,0.00534583245171234
L15H27,repeated_sequence,correct_copy_events,source_argmax,0.0,953,32,0.0,0.0,0.0,0.0
L15H27,repeated_sequence,correct_copy_events,self_attention,0.012538752584695351,953,32,0.0023150259122391103,1.0,0.008351667342579057,0.01733161820253978
L15H27,repeated_sequence,correct_copy_events,previous_attention,0.012571351194905378,953,32,0.0022480122427591576,1.0,0.00851957968853671,0.017335800671329102
L15H27,repeated_sequence,correct_copy_events,output_gold_minus_others,4.774877383459194e-05,953,32,0.0005752058162302326,0.5625,-0.0009807814233775798,0.0013111719662057503
L15H27,repeated_sequence,correct_copy_events,model_correct,1.0,953,32,0.0,1.0,1.0,1.0
L16H1,repeated_sequence,all_probes,source_attention,0.28496007317704836,992,32,0.04096072755085446,1.0,0.20777903247864976,0.3924496599863614
L16H1,repeated_sequence,all_probes,source_argmax,0.45362903225806456,992,32,0.08313028421865754,1.0,0.3225806451612903,0.6451612903225806
L16H1,repeated_sequence,all_probes,self_attention,0.09314471192426994,992,32,0.017312040541170002,1.0,0.055237574472783074,0.1266481003333484
L16H1,repeated_sequence,all_probes,previous_attention,0.009781478823338002,992,32,0.00269226257037872,1.0,0.006017852000959758,0.01664602435794809
L16H1,repeated_sequence,all_probes,output_gold_minus_others,0.028655486787981993,992,32,0.008393098919340685,1.0,0.012564248472992931,0.04604301166029707
L16H1,repeated_sequence,all_probes,model_correct,0.9606854838709677,992,32,0.029238916461507957,1.0,0.9032258064516129,1.0
L16H1,repeated_sequence,correct_copy_events,source_attention,0.29242418720762386,953,32,0.04144610322132321,1.0,0.2210253876234804,0.40453525160749754
L16H1,repeated_sequence,correct_copy_events,source_argmax,0.46718725170824726,953,32,0.08655545176670515,1.0,0.32142857142857145,0.6666666666666666
L16H1,repeated_sequence,correct_copy_events,self_attention,0.09243612583599574,953,32,0.01699581824765847,1.0,0.05414182000483076,0.12758881335371527
L16H1,repeated_sequence,correct_copy_events,previous_attention,0.009792447431850192,953,32,0.0027840166693731613,1.0,0.005476405894271387,0.01664602435794809
L16H1,repeated_sequence,correct_copy_events,output_gold_minus_others,0.029938681697591243,953,32,0.008510301825608281,1.0,0.012564248472992931,0.04604301166029707
L16H1,repeated_sequence,correct_copy_events,model_correct,1.0,953,32,0.0,1.0,1.0,1.0
L16H16,repeated_sequence,all_probes,source_attention,0.021017146762929886,992,32,0.004210066735759597,1.0,0.01101328358955441,0.029545738046327905
L16H16,repeated_sequence,all_probes,source_argmax,0.0,992,32,0.0,0.0,0.0,0.0
L16H16,repeated_sequence,all_probes,self_attention,0.06189957367502258,992,32,0.009965126873790569,1.0,0.04152110630586263,0.08080311107539362
L16H16,repeated_sequence,all_probes,previous_attention,0.03704166772677713,992,32,0.006758042599404488,1.0,0.02546954434365034,0.052214279124933864
L16H16,repeated_sequence,all_probes,output_gold_minus_others,0.0004476432244583491,992,32,0.0012692422175913229,0.625,-0.001916653994891432,0.0030721443885516737
L16H16,repeated_sequence,all_probes,model_correct,0.9606854838709677,992,32,0.029238916461507957,1.0,0.9032258064516129,1.0
