config_id,direction,prefix,count,mean,min,max
474:query_sentence:head:513:V,noise,True,2,0.052001953125,0.0263671875,0.07763671875
474:query_sentence:head:513:V,restore,False,87,0.1424874820928464,0.00531005859375,0.4140625
474:query_sentence:head:513:V,restore,True,2,0.0167236328125,-0.0087890625,0.042236328125
505:query_child_last:head:513:KV,noise,False,87,0.18513408200494175,0.0275421142578125,0.51690673828125
505:query_child_last:head:513:KV,noise,True,2,0.15966796875,0.01953125,0.2998046875
505:query_child_last:head:513:KV,restore,False,87,0.18408683250690328,-0.1895751953125,0.7537841796875
505:query_child_last:head:513:KV,restore,True,2,0.0509033203125,0.01025390625,0.091552734375
505:query_child_last:head:513:V,noise,False,87,0.18332796535272708,0.0217742919921875,0.51043701171875
505:query_child_last:head:513:V,noise,True,2,0.1029052734375,-0.022705078125,0.228515625
505:query_child_last:head:513:V,restore,False,87,0.1895327047369946,0.01141357421875,0.7662353515625
505:query_child_last:head:513:V,restore,True,2,0.0792236328125,0.0479736328125,0.1104736328125
505:query_child_last:head:533:KV,noise,False,87,0.21329061464331617,0.0114593505859375,0.998870849609375
505:query_child_last:head:533:KV,noise,True,2,0.1549072265625,-0.023193359375,0.3330078125
505:query_child_last:head:533:KV,restore,False,87,0.22464812212976917,-0.01470947265625,0.9259033203125
505:query_child_last:head:533:KV,restore,True,2,0.13134765625,0.0938720703125,0.1688232421875
505:query_child_last:head:533:V,noise,False,87,0.21172354139130692,0.0018310546875,1.2012939453125
505:query_child_last:head:533:V,noise,True,2,0.1416015625,-0.018310546875,0.301513671875
505:query_child_last:head:533:V,restore,False,87,0.2248520851135254,0.01605224609375,0.9893798828125
505:query_child_last:head:533:V,restore,True,2,0.14508056640625,0.1055908203125,0.1845703125
513:colon:head:547:Q,noise,False,87,-0.14760824729656352,-0.6483001708984375,0.09490966796875
513:colon:head:547:Q,noise,True,2,-0.0545654296875,-0.109375,0.000244140625
513:colon:head:547:Q,restore,False,87,-0.12284563601702109,-0.4573974609375,0.269561767578125
513:colon:head:547:Q,restore,True,2,-0.009765625,-0.01220703125,-0.00732421875
513:colon:head:561:KV,noise,False,87,0.19220346143876,-0.05194091796875,0.7482223510742188
513:colon:head:561:KV,noise,True,2,0.0487060546875,-0.002685546875,0.10009765625
513:colon:head:561:KV,restore,False,87,0.20137624630982848,-0.053466796875,1.0352783203125
513:colon:head:561:KV,restore,True,2,0.0245361328125,0.019775390625,0.029296875
513:colon:head:561:V,noise,False,87,0.19386466344197592,-0.052703857421875,0.7472076416015625
513:colon:head:561:V,noise,True,2,0.043701171875,-0.000244140625,0.087646484375
513:colon:head:561:V,restore,False,87,0.19866942263197626,-0.0626220703125,1.009521484375
513:colon:head:561:V,restore,True,2,0.02056884765625,0.0029296875,0.0382080078125
513:colon:head:594:Q,noise,False,87,0.3788625344462778,-0.01116180419921875,1.03790283203125
513:colon:head:594:Q,noise,True,2,0.056884765625,0.0087890625,0.10498046875
513:colon:head:594:Q,restore,False,87,0.37733527435653513,0.0455322265625,1.0767822265625
513:colon:head:594:Q,restore,True,2,0.03033447265625,0.0177001953125,0.04296875
513:colon:head:595:Q,noise,False,87,0.27831734734020014,-0.083099365234375,0.8595685958862305
513:colon:head:595:Q,noise,True,2,0.0792236328125,0.00146484375,0.156982421875
513:colon:head:595:Q,restore,False,87,0.25702707794891005,-0.03369140625,0.8282470703125
513:colon:head:595:Q,restore,True,2,0.03546142578125,0.0050048828125,0.06591796875
533:colon:head:547:Q,noise,False,87,-0.13375513581023818,-0.50341796875,0.023406982421875
533:colon:head:547:Q,noise,True,2,-0.0458984375,-0.093017578125,0.001220703125
533:colon:head:547:Q,restore,False,87,-0.13214421546322175,-0.6102294921875,0.02978515625
533:colon:head:547:Q,restore,True,2,-0.04437255859375,-0.0567626953125,-0.031982421875
533:colon:head:561:KV,noise,False,87,0.15888034886327282,-0.00567626953125,0.641357421875
533:colon:head:561:KV,noise,True,2,0.0577392578125,-0.018310546875,0.1337890625
533:colon:head:561:KV,restore,False,87,0.19419193267822266,-0.04266357421875,1.4051513671875
533:colon:head:561:KV,restore,True,2,0.04833984375,0.045166015625,0.051513671875
533:colon:head:561:V,noise,False,87,0.16030635504887022,-0.008758544921875,0.6319580078125
533:colon:head:561:V,noise,True,2,0.0460205078125,-0.020263671875,0.1123046875
533:colon:head:561:V,restore,False,87,0.19210042898682342,-0.06036376953125,1.423583984375
533:colon:head:561:V,restore,True,2,0.05364990234375,0.05126953125,0.0560302734375
533:colon:head:594:Q,noise,False,87,0.35588807621221435,0.02313232421875,1.46234130859375
533:colon:head:594:Q,noise,True,2,0.0521240234375,-0.029541015625,0.1337890625
533:colon:head:594:Q,restore,False,87,0.41415743581179915,-0.08026123046875,1.70166015625
533:colon:head:594:Q,restore,True,2,0.09197998046875,0.08447265625,0.0994873046875
533:colon:head:595:Q,noise,False,87,0.23457526612555843,-0.05322265625,0.96258544921875
533:colon:head:595:Q,noise,True,2,0.0897216796875,-0.033935546875,0.21337890625
533:colon:head:595:Q,restore,False,87,0.26915469114807833,-0.04522705078125,1.126953125
533:colon:head:595:Q,restore,True,2,0.08941650390625,0.0775146484375,0.101318359375
545:query_is_token:head:594:KV,noise,False,87,1.0762403860859486,0.4027900695800781,2.468505859375
545:query_is_token:head:594:KV,noise,True,2,0.0631103515625,0.060302734375,0.06591796875
545:query_is_token:head:594:KV,restore,False,87,1.0382242476803132,0.26593017578125,2.675079345703125
545:query_is_token:head:594:KV,restore,True,2,0.09381103515625,0.0673828125,0.1202392578125
545:query_is_token:head:594:V,noise,False,87,1.018479634975565,0.3380699157714844,2.2169189453125
545:query_is_token:head:594:V,noise,True,2,0.0648193359375,0.055419921875,0.07421875
545:query_is_token:head:594:V,restore,False,87,0.9788330443974199,0.2900390625,2.509796142578125
545:query_is_token:head:594:V,restore,True,2,0.09722900390625,0.07177734375,0.1226806640625
545:query_is_token:head:595:KV,noise,False,87,0.9650520620674923,0.2681884765625,2.366943359375
545:query_is_token:head:595:KV,noise,True,2,0.0675048828125,0.0380859375,0.096923828125
545:query_is_token:head:595:KV,restore,False,87,0.9867147686837734,0.350830078125,2.294219970703125
545:query_is_token:head:595:KV,restore,True,2,0.10174560546875,0.0938720703125,0.109619140625
545:query_is_token:head:595:V,noise,False,87,0.9262222366771479,0.267974853515625,2.1144485473632812
545:query_is_token:head:595:V,noise,True,2,0.0672607421875,0.03857421875,0.095947265625
545:query_is_token:head:595:V,restore,False,87,0.9299475571204876,0.3426513671875,2.118560791015625
545:query_is_token:head:595:V,restore,True,2,0.10467529296875,0.0936279296875,0.11572265625
545:query_is_token:head:600:V,noise,False,87,-0.3209302315766784,-0.732818603515625,-0.12213134765625
545:query_is_token:head:600:V,noise,True,2,-0.0440673828125,-0.061767578125,-0.0263671875
545:query_is_token:head:600:V,restore,False,87,-0.3370360177138756,-0.74066162109375,-0.123291015625
545:query_is_token:head:600:V,restore,True,2,-0.0582275390625,-0.064697265625,-0.0517578125
545:query_is_token:head:641:V,noise,False,87,-0.14138291622030325,-0.43225812911987305,-0.03314208984375
545:query_is_token:head:641:V,noise,True,2,-0.0089111328125,-0.01123046875,-0.006591796875
545:query_is_token:head:641:V,restore,False,87,-0.13588247628047548,-0.4710693359375,-0.026397705078125
545:query_is_token:head:641:V,restore,True,2,-0.01055908203125,-0.0189208984375,-0.002197265625
545:query_is_token:head:709:V,noise,False,87,0.12318774475448432,0.0401611328125,0.268798828125
545:query_is_token:head:709:V,noise,True,2,0.002197265625,0.001953125,0.00244140625
545:query_is_token:head:709:V,restore,False,87,0.12414018039045663,0.03218841552734375,0.27703857421875
545:query_is_token:head:709:V,restore,True,2,0.00823974609375,0.007080078125,0.0093994140625
545:query_mother:head:594:KV,noise,False,87,1.2067635580040943,0.36749267578125,3.73046875
545:query_mother:head:594:KV,noise,True,2,0.2425537109375,0.224609375,0.260498046875
545:query_mother:head:594:KV,restore,False,87,1.0751211451387954,0.3477783203125,3.410186767578125
545:query_mother:head:594:KV,restore,True,2,0.17681884765625,0.1077880859375,0.245849609375
545:query_mother:head:594:V,noise,False,87,1.13474632679731,0.343994140625,2.998291015625
545:query_mother:head:594:V,noise,True,2,0.2532958984375,0.229248046875,0.27734375
545:query_mother:head:594:V,restore,False,87,1.0311632320798676,0.320098876953125,3.018585205078125
545:query_mother:head:594:V,restore,True,2,0.1697998046875,0.10009765625,0.239501953125
545:query_mother:head:595:KV,noise,False,87,0.7510513546823085,0.180419921875,1.9635543823242185
545:query_mother:head:595:KV,noise,True,2,0.3355712890625,0.23779296875,0.433349609375
545:query_mother:head:595:KV,restore,False,87,0.6977041123927324,0.13934326171875,2.091552734375
545:query_mother:head:595:KV,restore,True,2,0.13934326171875,0.07421875,0.2044677734375
545:query_mother:head:595:V,noise,False,87,0.70357171968482,0.18267822265625,1.7077865600585938
545:query_mother:head:595:V,noise,True,2,0.3333740234375,0.230224609375,0.4365234375
545:query_mother:head:595:V,restore,False,87,0.6629842314226874,0.16131591796875,1.775146484375
545:query_mother:head:595:V,restore,True,2,0.142333984375,0.080322265625,0.204345703125
545:query_mother:head:600:V,noise,False,87,-0.5084243039975221,-1.367431640625,-0.2386474609375
545:query_mother:head:600:V,noise,True,2,-0.1075439453125,-0.157470703125,-0.0576171875
545:query_mother:head:600:V,restore,False,87,-0.552154541015625,-1.41064453125,-0.20682907104492185
545:query_mother:head:600:V,restore,True,2,-0.0845947265625,-0.10107421875,-0.068115234375
545:query_mother:head:624:V,noise,False,87,-0.1640198203338974,-0.7189230918884277,-0.033935546875
545:query_mother:head:624:V,noise,True,2,-0.015625,-0.017333984375,-0.013916015625
545:query_mother:head:624:V,restore,False,87,-0.14676476621079718,-0.439208984375,-0.02362060546875
545:query_mother:head:624:V,restore,True,2,-0.0130615234375,-0.0223388671875,-0.0037841796875
545:query_mother:head:641:V,noise,False,87,-0.41032103286392385,-1.09014892578125,-0.0604248046875
545:query_mother:head:641:V,noise,True,2,-0.0584716796875,-0.06884765625,-0.048095703125
545:query_mother:head:641:V,restore,False,87,-0.4092501826669978,-1.8848876953125,-0.081329345703125
545:query_mother:head:641:V,restore,True,2,-0.04534912109375,-0.0712890625,-0.0194091796875
545:query_mother:head:709:KV,noise,False,87,0.8241606800035498,0.296142578125,1.9592208862304685
545:query_mother:head:709:KV,noise,True,2,0.04248046875,0.033935546875,0.051025390625
545:query_mother:head:709:KV,restore,False,87,0.7804098896596624,0.2584228515625,1.97314453125
545:query_mother:head:709:KV,restore,True,2,0.04364013671875,0.0283203125,0.0589599609375
545:query_mother:head:709:V,noise,False,87,0.7848158924058936,0.290771484375,1.76123046875
545:query_mother:head:709:V,noise,True,2,0.0374755859375,0.031005859375,0.0439453125
545:query_mother:head:709:V,restore,False,87,0.7493661683181236,0.25390625,1.844970703125
545:query_mother:head:709:V,restore,True,2,0.04486083984375,0.0272216796875,0.0625
545:query_mother:head:870:V,noise,False,87,0.29277933603045586,-0.253387451171875,1.1468505859375
545:query_mother:head:870:V,noise,True,2,-0.00244140625,-0.003662109375,-0.001220703125
545:query_mother:head:870:V,restore,False,87,0.28197942931076575,-0.35693359375,0.9774169921875
545:query_mother:head:870:V,restore,True,2,0.0009765625,-0.001708984375,0.003662109375
545:query_mother:mlp:17:,noise,False,87,0.07909297943115234,-0.14984130859375,0.645263671875
545:query_mother:mlp:17:,noise,True,2,-0.0732421875,-0.22998046875,0.08349609375
545:query_mother:mlp:17:,restore,False,87,0.049405026709896396,-0.2628173828125,1.539794921875
545:query_mother:mlp:17:,restore,True,2,0.02960205078125,-0.1063232421875,0.16552734375
545:query_period:head:594:KV,noise,False,87,1.2530098125852387,0.403076171875,2.9896240234375
545:query_period:head:594:KV,noise,True,2,0.1131591796875,0.08447265625,0.141845703125
545:query_period:head:594:KV,restore,False,87,1.2850336864076812,0.4453125,2.643798828125
545:query_period:head:594:KV,restore,True,2,0.12786865234375,0.111083984375,0.1446533203125
545:query_period:head:594:V,noise,False,87,1.2037537508997425,0.376220703125,2.659996032714844
545:query_period:head:594:V,noise,True,2,0.117919921875,0.088623046875,0.147216796875
545:query_period:head:594:V,restore,False,87,1.2503766191416774,0.456298828125,2.6754150390625
545:query_period:head:594:V,restore,True,2,0.1270751953125,0.110107421875,0.14404296875
545:query_period:head:595:V,noise,False,87,0.3843878302080878,0.1103515625,0.9569320678710938
545:query_period:head:595:V,noise,True,2,0.034423828125,0.033935546875,0.034912109375
545:query_period:head:595:V,restore,False,87,0.3815968392909258,0.1317138671875,1.118408203125
545:query_period:head:595:V,restore,True,2,0.047119140625,0.0281982421875,0.0660400390625
545:query_period:head:600:V,noise,False,87,-0.2589323931726916,-0.806884765625,-0.109954833984375
545:query_period:head:600:V,noise,True,2,-0.0274658203125,-0.031982421875,-0.02294921875
545:query_period:head:600:V,restore,False,87,-0.27282809115004264,-0.67108154296875,-0.1064453125
545:query_period:head:600:V,restore,True,2,-0.0281982421875,-0.0335693359375,-0.0228271484375
545:query_writer_union:head:594:V,noise,False,87,3.468312233343892,1.4003257751464844,6.112879514694214
545:query_writer_union:head:594:V,noise,True,2,0.4476318359375,0.429931640625,0.46533203125
545:query_writer_union:head:594:V,restore,False,87,3.4021829188555137,1.4886474609375,6.201957702636719
545:query_writer_union:head:594:V,restore,True,2,0.41741943359375,0.2945556640625,0.540283203125
545:query_writer_union:head:595:V,noise,False,87,2.111723664163173,0.874542236328125,3.771984100341797
545:query_writer_union:head:595:V,noise,True,2,0.4423828125,0.322998046875,0.561767578125
545:query_writer_union:head:595:V,restore,False,87,2.0938292097771303,0.95343017578125,4.180694580078125
545:query_writer_union:head:595:V,restore,True,2,0.30224609375,0.2257080078125,0.3787841796875
545:query_writer_union:head:600:V,noise,False,87,-1.0231735678924911,-2.3970947265625,-0.5028076171875
545:query_writer_union:head:600:V,noise,True,2,-0.1785888671875,-0.253662109375,-0.103515625
545:query_writer_union:head:600:V,restore,False,87,-1.090268737968357,-2.50079345703125,-0.513671875
545:query_writer_union:head:600:V,restore,True,2,-0.174072265625,-0.1895751953125,-0.1585693359375
545:query_writer_union:head:624:V,noise,False,87,-0.2520718464906188,-0.9383330345153809,-0.06500244140625
545:query_writer_union:head:624:V,noise,True,2,-0.0225830078125,-0.026611328125,-0.0185546875
545:query_writer_union:head:624:V,restore,False,87,-0.22957650546369882,-0.6085205078125,-0.04351806640625
545:query_writer_union:head:624:V,restore,True,2,-0.0208740234375,-0.0284423828125,-0.0133056640625
545:query_writer_union:head:641:V,noise,False,87,-0.5934625768113411,-1.4278559684753418,-0.143218994140625
545:query_writer_union:head:641:V,noise,True,2,-0.06884765625,-0.0771484375,-0.060546875
545:query_writer_union:head:641:V,restore,False,87,-0.5872938879604997,-2.4171142578125,-0.182891845703125
545:query_writer_union:head:641:V,restore,True,2,-0.06353759765625,-0.093994140625,-0.0330810546875
545:query_writer_union:head:709:V,noise,False,87,0.9175748934690979,0.40579986572265625,1.931121826171875
545:query_writer_union:head:709:V,noise,True,2,0.0452880859375,0.0361328125,0.054443359375
545:query_writer_union:head:709:V,restore,False,87,0.8838730516104862,0.3231201171875,2.00860595703125
545:query_writer_union:head:709:V,restore,True,2,0.05230712890625,0.033447265625,0.0711669921875
547:colon:head:594:Q,noise,False,87,-0.16106837371300006,-0.55145263671875,0.1305389404296875
547:colon:head:594:Q,noise,True,2,-0.02294921875,-0.074951171875,0.029052734375
547:colon:head:594:Q,restore,False,87,-0.17558403946887488,-0.58203125,0.01812744140625
547:colon:head:594:Q,restore,True,2,-0.02252197265625,-0.0281982421875,-0.016845703125
547:colon:head:595:Q,noise,False,87,-0.10756838458707962,-0.3934183120727539,0.1712799072265625
547:colon:head:595:Q,noise,True,2,-0.023193359375,-0.07177734375,0.025390625
547:colon:head:595:Q,restore,False,87,-0.11212522408057904,-0.387451171875,0.106231689453125
547:colon:head:595:Q,restore,True,2,-0.03143310546875,-0.033935546875,-0.0289306640625
568:colon:bypass:31:,noise,False,87,0.12554676505340928,0.0511474609375,0.275390625
568:colon:bypass:31:,noise,True,2,0.0,0.0,0.0
568:colon:bypass:31:,restore,False,87,0.12517604608645386,0.046630859375,0.2808380126953125
568:colon:bypass:31:,restore,True,2,0.0,0.0,0.0
568:colon:head:695:V,noise,False,87,0.09375543703978088,0.01220703125,0.305938720703125
568:colon:head:695:V,noise,True,2,0.0030517578125,-0.00341796875,0.009521484375
568:colon:head:695:V,restore,False,87,0.09387563836985621,0.01451873779296875,0.380859375
568:colon:head:695:V,restore,True,2,0.00408935546875,0.0028076171875,0.00537109375
568:colon:mlp:17:,noise,False,87,-0.11299962558965573,-0.30731201171875,-0.0225830078125
568:colon:mlp:17:,noise,True,2,-0.0068359375,-0.02001953125,0.00634765625
568:colon:mlp:17:,restore,False,87,-0.10948294058613393,-0.36669921875,-0.00830078125
568:colon:mlp:17:,restore,True,2,-0.02471923828125,-0.031494140625,-0.0179443359375
594:colon:bypass:31:,noise,False,87,0.5600306138224985,0.203857421875,0.9215087890625
594:colon:bypass:31:,noise,True,2,0.0,0.0,0.0
594:colon:bypass:31:,restore,False,87,0.5752653801578215,0.175048828125,1.00457763671875
594:colon:bypass:31:,restore,True,2,0.0,0.0,0.0
594:colon:head:624:Q,noise,False,87,-0.2052038565449331,-0.70306396484375,-0.03839111328125
594:colon:head:624:Q,noise,True,2,-0.0042724609375,-0.016845703125,0.00830078125
594:colon:head:624:Q,restore,False,87,-0.22180467912520485,-0.80126953125,-0.0084228515625
594:colon:head:624:Q,restore,True,2,-0.0142822265625,-0.0220947265625,-0.0064697265625
594:colon:head:641:Q,noise,False,87,-0.31236634857353124,-1.69134521484375,0.099365234375
594:colon:head:641:Q,noise,True,2,-0.0107421875,-0.01318359375,-0.00830078125
594:colon:head:641:Q,restore,False,87,-0.36349254366995276,-1.6728515625,0.1513671875
594:colon:head:641:Q,restore,True,2,-0.0147705078125,-0.026611328125,-0.0029296875
594:colon:head:695:KV,noise,False,87,0.3313959055933459,0.0511474609375,1.1458282470703125
594:colon:head:695:KV,noise,True,2,0.008056640625,0.004150390625,0.011962890625
594:colon:head:695:KV,restore,False,87,0.323931063728771,-0.05316162109375,0.93499755859375
594:colon:head:695:KV,restore,True,2,0.02398681640625,0.010498046875,0.0374755859375
594:colon:head:695:V,noise,False,87,0.31945423422188596,0.0498046875,1.0834503173828125
594:colon:head:695:V,noise,True,2,0.0108642578125,0.00830078125,0.013427734375
594:colon:head:695:V,restore,False,87,0.31826634516661195,-0.029632568359375,0.906158447265625
594:colon:head:695:V,restore,True,2,0.02337646484375,0.006591796875,0.0401611328125
594:colon:head:709:Q,noise,False,87,0.10146039107750202,-0.01806640625,0.51678466796875
594:colon:head:709:Q,noise,True,2,-0.00341796875,-0.005615234375,-0.001220703125
594:colon:head:709:Q,restore,False,87,0.09722589076250449,0.01373291015625,0.4901123046875
594:colon:head:709:Q,restore,True,2,0.00115966796875,-0.0023193359375,0.004638671875
594:colon:head:751:Q,noise,False,87,-0.20258853627347398,-0.9854540824890136,0.267242431640625
594:colon:head:751:Q,noise,True,2,0.0025634765625,0.002197265625,0.0029296875
594:colon:head:751:Q,restore,False,87,-0.2091151818461802,-1.6002197265625,-0.011962890625
594:colon:head:751:Q,restore,True,2,0.002685546875,-0.0029296875,0.00830078125
594:colon:head:817:KV,noise,False,87,0.2719978450358599,0.109283447265625,0.54901123046875
594:colon:head:817:KV,noise,True,2,0.00537109375,0.00537109375,0.00537109375
594:colon:head:817:KV,restore,False,87,0.28891758535100126,0.054962158203125,0.656280517578125
594:colon:head:817:KV,restore,True,2,0.00775146484375,0.0067138671875,0.0087890625
594:colon:head:870:Q,noise,False,87,0.6773011382968946,0.005096435546875,1.6697998046875
594:colon:head:870:Q,noise,True,2,0.00341796875,0.001708984375,0.005126953125
594:colon:head:870:Q,restore,False,87,0.6778593392207705,0.0724029541015625,2.138519287109375
594:colon:head:870:Q,restore,True,2,-0.000732421875,-0.0047607421875,0.0032958984375
594:colon:head:978:Q,noise,False,87,0.3329893309494545,0.0384521484375,1.0327224731445312
594:colon:head:978:Q,noise,True,2,-0.0003662109375,-0.001220703125,0.00048828125
594:colon:head:978:Q,restore,False,87,0.44318235879656914,0.0338134765625,1.076202392578125
594:colon:head:978:Q,restore,True,2,0.00152587890625,0.0003662109375,0.002685546875
594:colon:mlp:19:,noise,False,87,0.4188524169483404,-0.02783203125,1.099609375
594:colon:mlp:19:,noise,True,2,0.006103515625,-0.001953125,0.01416015625
594:colon:mlp:19:,restore,False,87,0.44587569401181976,0.07861328125,1.139892578125
594:colon:mlp:19:,restore,True,2,0.0159912109375,0.0101318359375,0.0218505859375
595:colon:bypass:31:,noise,False,87,0.7713217954526003,0.2515869140625,1.2651128768920898
595:colon:bypass:31:,noise,True,2,0.0,0.0,0.0
595:colon:bypass:31:,restore,False,87,0.787503012295427,0.2275390625,1.2146148681640625
595:colon:bypass:31:,restore,True,2,0.0,0.0,0.0
595:colon:head:624:Q,noise,False,87,-0.26818208036751584,-0.78582763671875,-0.02972412109375
595:colon:head:624:Q,noise,True,2,-0.0211181640625,-0.04541015625,0.003173828125
595:colon:head:624:Q,restore,False,87,-0.27832633051378974,-0.943115234375,-0.000732421875
595:colon:head:624:Q,restore,True,2,-0.0189208984375,-0.0191650390625,-0.0186767578125
595:colon:head:641:Q,noise,False,87,-0.4384536249884244,-1.822998046875,0.087371826171875
595:colon:head:641:Q,noise,True,2,-0.029052734375,-0.042724609375,-0.015380859375
595:colon:head:641:Q,restore,False,87,-0.46405307725928296,-1.439208984375,0.18017578125
595:colon:head:641:Q,restore,True,2,-0.02655029296875,-0.0343017578125,-0.018798828125
595:colon:head:695:KV,noise,False,87,0.4653859083679901,0.10711669921875,1.1870574951171875
595:colon:head:695:KV,noise,True,2,0.015625,0.00537109375,0.02587890625
595:colon:head:695:KV,restore,False,87,0.4546281606301494,0.088775634765625,1.24169921875
595:colon:head:695:KV,restore,True,2,0.023193359375,0.0147705078125,0.0316162109375
595:colon:head:695:V,noise,False,87,0.4603884055696685,0.111785888671875,1.129150390625
595:colon:head:695:V,noise,True,2,0.020751953125,0.009521484375,0.031982421875
595:colon:head:695:V,restore,False,87,0.45041777895784924,0.095703125,1.1763916015625
595:colon:head:695:V,restore,True,2,0.02423095703125,0.0189208984375,0.029541015625
595:colon:head:709:Q,noise,False,87,0.1417555946043168,0.00439453125,0.591949462890625
595:colon:head:709:Q,noise,True,2,0.0001220703125,-0.006591796875,0.0068359375
595:colon:head:709:Q,restore,False,87,0.13842004469071312,0.0208740234375,0.559326171875
595:colon:head:709:Q,restore,True,2,0.00054931640625,-0.0035400390625,0.004638671875
595:colon:head:751:Q,noise,False,87,-0.22176775233498935,-1.0030112266540527,0.305267333984375
595:colon:head:751:Q,noise,True,2,-0.0125732421875,-0.02490234375,-0.000244140625
595:colon:head:751:Q,restore,False,87,-0.22597840736652242,-1.0054931640625,0.02734375
595:colon:head:751:Q,restore,True,2,0.00244140625,-0.00390625,0.0087890625
595:colon:head:817:KV,noise,False,87,0.34200257816533935,0.1040496826171875,0.714202880859375
595:colon:head:817:KV,noise,True,2,0.005615234375,0.00390625,0.00732421875
595:colon:head:817:KV,restore,False,87,0.35831203679928836,0.090087890625,0.820526123046875
595:colon:head:817:KV,restore,True,2,0.00732421875,0.0047607421875,0.0098876953125
595:colon:head:870:Q,noise,False,87,0.7483362603461605,-0.0253486633300781,1.854400634765625
595:colon:head:870:Q,noise,True,2,-0.0013427734375,-0.00244140625,-0.000244140625
595:colon:head:870:Q,restore,False,87,0.7592923723418137,0.0435791015625,2.1858673095703125
595:colon:head:870:Q,restore,True,2,-0.00286865234375,-0.0047607421875,-0.0009765625
595:colon:head:978:Q,noise,False,87,0.28947848835210693,0.02581787109375,1.0202102661132812
595:colon:head:978:Q,noise,True,2,-0.00146484375,-0.00341796875,0.00048828125
595:colon:head:978:Q,restore,False,87,0.3923165880400559,0.04815673828125,0.95758056640625
595:colon:head:978:Q,restore,True,2,0.0020751953125,0.0006103515625,0.0035400390625
595:colon:mlp:18:,noise,False,87,0.10728252345118029,-0.1949291229248047,0.4788379669189453
595:colon:mlp:18:,noise,True,2,0.0465087890625,0.0068359375,0.086181640625
595:colon:mlp:18:,restore,False,87,0.06729245459896395,-0.1649169921875,0.5830078125
595:colon:mlp:18:,restore,True,2,-0.01080322265625,-0.051513671875,0.0299072265625
595:colon:mlp:19:,noise,False,87,0.543067236056273,-0.025634765625,1.5322265625
595:colon:mlp:19:,noise,True,2,0.0341796875,0.009765625,0.05859375
595:colon:mlp:19:,restore,False,87,0.5654148014112451,0.0927734375,1.550537109375
595:colon:mlp:19:,restore,True,2,0.03912353515625,-0.0028076171875,0.0810546875
