pair_id,family,order,writer,site,condition,readout,lp_query_mother,lp_other_candidate,lp_other_mothers_mean,lp_query_child,contrast_candidates,contrast_all_mothers,query_mother_is_top_candidate,other_candidate_is_top_candidate,query_child_is_top_candidate,mother_in_top5,top_tokens
000/direct/base/0/order0,0,0,L17H1,query_is,intact_clean,identity,-7.443750858306885,-14.154687881469727,-16.615625381469727,-16.170312881469727,6.710937023162842,7.941405773162842,True,False,False,False, hello| | cat| x| \
000/direct/base/0/order0,0,0,L15H25,query_is,irrelevant,identity,-8.227143287658691,-14.090424537658691,-17.223236083984375,-15.848237037658691,5.86328125,7.429687023162842,True,False,False,False, hello| | cat| ;| \
000/direct/base/0/order0,0,0,L15H25,query_is,irrelevant,mother_of,-6.207486152648926,-11.402798652648926,-11.551236152648926,-10.441861152648926,5.1953125,5.26953125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order0,0,0,L15H25,query_is,none,identity,-9.3501615524292,-15.1743803024292,-18.525943756103516,-18.182193756103516,5.82421875,7.500000476837158,True,False,False,False, x| | hello| ;| cat
000/direct/base/0/order0,0,0,L15H25,query_is,none,mother_of,-6.409299373626709,-11.614377975463867,-11.997190475463867,-10.622190475463867,5.205078601837158,5.396484851837158,True,False,False,False, k| Mary| mary| mar| j
000/direct/base/0/order1,0,1,L17H1,query_is,intact_clean,identity,-7.25009298324585,-14.230561256408691,-16.636812210083008,-16.222749710083008,6.980468273162842,8.18359375,True,False,False,False, hello| | cat| x| \
000/direct/base/0/order1,0,1,L17H1,query_is,intact_clean,mother_of,-6.284618377685547,-11.505321502685547,-11.653759002685547,-10.544384002685547,5.220703125,5.294921875,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_is,head_site,identity,-7.634850025177002,-14.09969425201416,-16.701255798339844,-16.216880798339844,6.464844226837158,7.765625,True,False,False,False, hello| | cat| x| \
000/direct/base/0/order1,0,1,L17H1,query_is,head_site,mother_of,-6.286801338195801,-11.4899263381958,-11.6461763381958,-10.5289888381958,5.203125,5.28125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_is,head_span,identity,-7.634850025177002,-14.09969425201416,-16.701255798339844,-16.216880798339844,6.464844226837158,7.765625,True,False,False,False, hello| | cat| x| \
000/direct/base/0/order1,0,1,L17H1,query_is,head_span,mother_of,-6.286801338195801,-11.4899263381958,-11.6461763381958,-10.5289888381958,5.203125,5.28125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_is,intact_corrupted,identity,-7.689937114715576,-14.170406341552734,-16.709468841552734,-16.248531341552734,6.480469226837158,7.750000476837158,True,False,False,False, hello| | cat| x| \
000/direct/base/0/order1,0,1,L17H1,query_is,intact_corrupted,mother_of,-6.289977550506592,-11.50677490234375,-11.64739990234375,-10.54583740234375,5.216797351837158,5.287109851837158,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_is,irrelevant,identity,-7.73500394821167,-14.106097221374512,-16.715473175048828,-16.207660675048828,6.371093273162842,7.67578125,True,False,False,False, hello| | cat| x| \
000/direct/base/0/order1,0,1,L17H1,query_is,irrelevant,mother_of,-6.296362400054932,-11.511205673217773,-11.651830673217773,-10.542455673217773,5.214843273162842,5.285155773162842,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_is,none,identity,-9.3501615524292,-15.1743803024292,-18.525943756103516,-18.182193756103516,5.82421875,7.500000476837158,True,False,False,False, x| | hello| ;| cat
000/direct/base/0/order1,0,1,L17H1,query_is,none,mother_of,-6.409299373626709,-11.614377975463867,-11.997190475463867,-10.622190475463867,5.205078601837158,5.396484851837158,True,False,False,False, k| Mary| mary| mar| j
000/direct/base/0/order1,0,1,L17H1,query_period,intact_clean,identity,-7.580589294433594,-14.342308044433594,-16.553245544433594,-16.193870544433594,6.76171875,7.8671875,True,False,False,False, hello| | cat| x| Hello
000/direct/base/0/order1,0,1,L17H1,query_period,intact_clean,mother_of,-6.273323059082031,-11.495979309082031,-11.636604309082031,-10.542854309082031,5.22265625,5.29296875,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_period,head_site,identity,-7.604893207550049,-14.34708023071289,-16.58145523071289,-16.20645523071289,6.742187023162842,7.859374523162842,True,False,False,False, hello| | cat| x| Hello
000/direct/base/0/order1,0,1,L17H1,query_period,head_site,mother_of,-6.2773237228393555,-11.490214347839355,-11.630839347839355,-10.537089347839355,5.212890625,5.283203125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_period,head_span,identity,-7.604893207550049,-14.34708023071289,-16.58145523071289,-16.20645523071289,6.742187023162842,7.859374523162842,True,False,False,False, hello| | cat| x| Hello
000/direct/base/0/order1,0,1,L17H1,query_period,head_span,mother_of,-6.2773237228393555,-11.490214347839355,-11.630839347839355,-10.537089347839355,5.212890625,5.283203125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_period,intact_corrupted,identity,-7.618049621582031,-14.368049621582031,-16.60242462158203,-16.23523712158203,6.75,7.8671875,True,False,False,False, hello| | cat| x| Hello
000/direct/base/0/order1,0,1,L17H1,query_period,intact_corrupted,mother_of,-6.277215957641602,-11.499872207641602,-11.640497207641602,-10.546747207641602,5.22265625,5.29296875,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_period,irrelevant,identity,-7.591412544250488,-13.993756294250488,-16.314069747924805,-15.915631294250488,6.40234375,7.562500476837158,True,False,False,False, hello| | cat| x| ;
000/direct/base/0/order1,0,1,L17H1,query_period,irrelevant,mother_of,-6.267849922180176,-11.431912422180176,-11.588162422180176,-10.494412422180176,5.1640625,5.2421875,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L17H1,query_period,none,identity,-9.3501615524292,-15.1743803024292,-18.525943756103516,-18.182193756103516,5.82421875,7.500000476837158,True,False,False,False, x| | hello| ;| cat
000/direct/base/0/order1,0,1,L17H1,query_period,none,mother_of,-6.409299373626709,-11.614377975463867,-11.997190475463867,-10.622190475463867,5.205078601837158,5.396484851837158,True,False,False,False, k| Mary| mary| mar| j
000/direct/base/0/order1,0,1,L15H25,query_child_last,intact_clean,identity,-8.456796646118164,-14.460702896118164,-16.124765396118164,-15.116952896118164,6.00390625,6.8359375,True,False,False,False, hello| | cat| ;| Hello
000/direct/base/0/order1,0,1,L15H25,query_child_last,intact_clean,mother_of,-6.163222789764404,-11.337051391601562,-11.469863891601562,-10.380020141601562,5.173828601837158,5.240234851837158,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_child_last,head_site,identity,-8.465354919433594,-14.473167419433594,-16.145042419433594,-15.105979919433594,6.0078125,6.84375,True,False,False,False, hello| | cat| ;| Hello
000/direct/base/0/order1,0,1,L15H25,query_child_last,head_site,mother_of,-6.157262325286865,-11.336950302124023,-11.461950302124023,-10.376012802124023,5.179687976837158,5.242187976837158,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_child_last,head_span,identity,-8.465354919433594,-14.473167419433594,-16.145042419433594,-15.105979919433594,6.0078125,6.84375,True,False,False,False, hello| | cat| ;| Hello
000/direct/base/0/order1,0,1,L15H25,query_child_last,head_span,mother_of,-6.157262325286865,-11.336950302124023,-11.461950302124023,-10.376012802124023,5.179687976837158,5.242187976837158,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_child_last,intact_corrupted,identity,-8.426786422729492,-14.438505172729492,-16.094755172729492,-15.055692672729492,6.01171875,6.83984375,True,False,False,False, hello| | cat| ;| Hello
000/direct/base/0/order1,0,1,L15H25,query_child_last,intact_corrupted,mother_of,-6.162627696990967,-11.344268798828125,-11.469268798828125,-10.387237548828125,5.181641101837158,5.244141101837158,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_child_last,irrelevant,identity,-7.28965425491333,-14.367778778076172,-16.672466278076172,-15.625591278076172,7.078124523162842,8.230468273162842,True,False,False,False, hello| | cat| ;| Hello
000/direct/base/0/order1,0,1,L15H25,query_child_last,irrelevant,mother_of,-6.193112850189209,-11.370847702026367,-11.511472702026367,-10.437253952026367,5.177734851837158,5.248047351837158,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_child_last,none,identity,-9.3501615524292,-15.1743803024292,-18.525943756103516,-18.182193756103516,5.82421875,7.500000476837158,True,False,False,False, x| | hello| ;| cat
000/direct/base/0/order1,0,1,L15H25,query_child_last,none,mother_of,-6.409299373626709,-11.614377975463867,-11.997190475463867,-10.622190475463867,5.205078601837158,5.396484851837158,True,False,False,False, k| Mary| mary| mar| j
000/direct/base/0/order1,0,1,L15H25,query_is,intact_clean,identity,-8.035741806030273,-14.152929306030273,-17.121679306030273,-15.840429306030273,6.1171875,7.6015625,True,False,False,False, hello| | cat| ;| \
000/direct/base/0/order1,0,1,L15H25,query_is,intact_clean,mother_of,-6.2147297859191895,-11.408088684082031,-11.556526184082031,-10.443244934082031,5.193358898162842,5.267577648162842,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_is,head_site,identity,-8.03105354309082,-14.14433479309082,-17.12870979309082,-15.83183479309082,6.11328125,7.60546875,True,False,False,False, hello| | cat| ;| \
000/direct/base/0/order1,0,1,L15H25,query_is,head_site,mother_of,-6.213112831115723,-11.408425331115723,-11.556862831115723,-10.439675331115723,5.1953125,5.26953125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_is,head_span,identity,-8.03105354309082,-14.14433479309082,-17.12870979309082,-15.83183479309082,6.11328125,7.60546875,True,False,False,False, hello| | cat| ;| \
000/direct/base/0/order1,0,1,L15H25,query_is,head_span,mother_of,-6.213112831115723,-11.408425331115723,-11.556862831115723,-10.439675331115723,5.1953125,5.26953125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_is,intact_corrupted,identity,-8.233272552490234,-14.127803802490234,-17.190303802490234,-15.869991302490234,5.89453125,7.42578125,True,False,False,False, hello| | cat| ;| \
000/direct/base/0/order1,0,1,L15H25,query_is,intact_corrupted,mother_of,-6.205702781677246,-11.401015281677246,-11.549452781677246,-10.436171531677246,5.1953125,5.26953125,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_is,irrelevant,identity,-8.203566551208496,-14.117629051208496,-17.187942504882812,-15.820754051208496,5.9140625,7.449219226837158,True,False,False,False, hello| | cat| ;| \
000/direct/base/0/order1,0,1,L15H25,query_is,irrelevant,mother_of,-6.20659065246582,-11.39213752746582,-11.54838752746582,-10.43510627746582,5.185546875,5.263671875,True,False,False,False, Mary| k| mar| mary| j
000/direct/base/0/order1,0,1,L15H25,query_is,none,identity,-9.3501615524292,-15.1743803024292,-18.525943756103516,-18.182193756103516,5.82421875,7.500000476837158,True,False,False,False, x| | hello| ;| cat
000/direct/base/0/order1,0,1,L15H25,query_is,none,mother_of,-6.409299373626709,-11.614377975463867,-11.997190475463867,-10.622190475463867,5.205078601837158,5.396484851837158,True,False,False,False, k| Mary| mary| mar| j
016/direct/base/0/order0,16,0,L17H1,query_is,intact_clean,identity,-8.669075012207031,-7.805793285369873,-9.063606262207031,-16.60657501220703,-0.8632817268371582,-0.2343752384185791,False,True,False,False, hello| | cat| x| \
016/direct/base/0/order0,16,0,L17H1,query_is,intact_clean,mother_of,-6.059342384338379,-6.653092384338379,-6.098404884338379,-11.930436134338379,0.59375,0.31640625,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_is,head_site,identity,-8.855768203735352,-7.586236476898193,-9.062799453735352,-16.59404945373535,-1.2695317268371582,-0.5312502384185791,False,True,False,False, hello| | cat| x| \
016/direct/base/0/order0,16,0,L17H1,query_is,head_site,mother_of,-6.056975364685059,-6.650725364685059,-6.097990989685059,-11.928069114685059,0.59375,0.3173828125,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_is,head_span,identity,-8.855768203735352,-7.586236476898193,-9.062799453735352,-16.59404945373535,-1.2695317268371582,-0.5312502384185791,False,True,False,False, hello| | cat| x| \
016/direct/base/0/order0,16,0,L17H1,query_is,head_span,mother_of,-6.056975364685059,-6.650725364685059,-6.097990989685059,-11.928069114685059,0.59375,0.3173828125,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_is,intact_corrupted,identity,-8.864595413208008,-7.52865743637085,-9.052095413208008,-16.602876663208008,-1.3359379768371582,-0.5742189884185791,False,True,False,False, hello| | cat| x| \
016/direct/base/0/order0,16,0,L17H1,query_is,intact_corrupted,mother_of,-6.057408809661865,-6.651158809661865,-6.098424434661865,-11.936315536499023,0.59375,0.3173828125,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_is,irrelevant,identity,-8.907026290893555,-7.485151290893555,-9.078901290893555,-16.629682540893555,-1.421875,-0.625,False,True,False,False, hello| | x| cat| \
016/direct/base/0/order0,16,0,L17H1,query_is,irrelevant,mother_of,-6.054331302642822,-6.651987552642822,-6.095346927642822,-11.929330825805664,0.59765625,0.3193359375,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_is,none,identity,-10.5884428024292,-11.3150053024292,-11.1509428024292,-18.041568756103516,0.7265625,0.64453125,True,False,False,False, x| | hello| ;| cat
016/direct/base/0/order0,16,0,L17H1,query_is,none,mother_of,-6.178830623626709,-6.680783748626709,-6.288205623626709,-12.083127975463867,0.501953125,0.3056640625,True,False,False,False, k| Mary| mary| mar| j
016/direct/base/0/order0,16,0,L17H1,query_period,intact_clean,identity,-8.63162612915039,-7.557407379150391,-8.77225112915039,-16.24490737915039,-1.07421875,-0.466796875,False,True,False,False, hello| | cat| x| ;
016/direct/base/0/order0,16,0,L17H1,query_period,intact_clean,mother_of,-6.015642166137695,-6.634782791137695,-6.087907791137695,-11.912126541137695,0.619140625,0.345703125,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_period,head_site,identity,-8.68101692199707,-7.52476692199707,-8.79820442199707,-16.25914192199707,-1.15625,-0.51953125,False,True,False,False, hello| | cat| x| ;
016/direct/base/0/order0,16,0,L17H1,query_period,head_site,mother_of,-6.021637916564941,-6.609528541564941,-6.086091041564941,-11.902497291564941,0.587890625,0.326171875,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_period,head_span,identity,-8.68101692199707,-7.52476692199707,-8.79820442199707,-16.25914192199707,-1.15625,-0.51953125,False,True,False,False, hello| | cat| x| ;
016/direct/base/0/order0,16,0,L17H1,query_period,head_span,mother_of,-6.021637916564941,-6.609528541564941,-6.086091041564941,-11.902497291564941,0.587890625,0.326171875,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_period,intact_corrupted,identity,-8.693142890930176,-7.548612117767334,-8.802517890930176,-16.286893844604492,-1.1445307731628418,-0.5175778865814209,False,True,False,False, hello| | cat| x| ;
016/direct/base/0/order0,16,0,L17H1,query_period,intact_corrupted,mother_of,-6.034665107727051,-6.614743232727051,-6.089352607727051,-11.91943073272705,0.580078125,0.3173828125,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_period,irrelevant,identity,-8.794290542602539,-7.692728042602539,-9.071634292602539,-16.51694679260254,-1.1015625,-0.412109375,False,True,False,False, hello| | cat| x| Hello
016/direct/base/0/order0,16,0,L17H1,query_period,irrelevant,mother_of,-6.051206111907959,-6.637143611907959,-6.094174861907959,-11.941831588745117,0.5859375,0.314453125,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L17H1,query_period,none,identity,-10.5884428024292,-11.3150053024292,-11.1509428024292,-18.041568756103516,0.7265625,0.64453125,True,False,False,False, x| | hello| ;| cat
016/direct/base/0/order0,16,0,L17H1,query_period,none,mother_of,-6.178830623626709,-6.680783748626709,-6.288205623626709,-12.083127975463867,0.501953125,0.3056640625,True,False,False,False, k| Mary| mary| mar| j
016/direct/base/0/order0,16,0,L15H25,query_child_last,intact_clean,identity,-9.120004653930664,-8.436410903930664,-9.455942153930664,-15.698129653930664,-0.68359375,-0.173828125,False,True,False,False, hello| cat| | ;| Hello
016/direct/base/0/order0,16,0,L15H25,query_child_last,intact_clean,mother_of,-5.949758529663086,-6.522024154663086,-5.996633529663086,-11.756399154663086,0.572265625,0.3095703125,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L15H25,query_child_last,head_site,identity,-9.111751556396484,-8.424251556396484,-9.439876556396484,-15.674251556396484,-0.6875,-0.1796875,False,True,False,False, hello| cat| | ;| Hello
016/direct/base/0/order0,16,0,L15H25,query_child_last,head_site,mother_of,-5.949440956115723,-6.525612831115723,-5.996315956115723,-11.756081581115723,0.576171875,0.3115234375,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L15H25,query_child_last,head_span,identity,-9.111751556396484,-8.424251556396484,-9.439876556396484,-15.674251556396484,-0.6875,-0.1796875,False,True,False,False, hello| cat| | ;| Hello
016/direct/base/0/order0,16,0,L15H25,query_child_last,head_span,mother_of,-5.949440956115723,-6.525612831115723,-5.996315956115723,-11.756081581115723,0.576171875,0.3115234375,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L15H25,query_child_last,intact_corrupted,identity,-9.139389991760254,-8.498764991760254,-9.451889991760254,-15.721421241760254,-0.640625,-0.1640625,False,True,False,False, hello| cat| | ;| Hello
016/direct/base/0/order0,16,0,L15H25,query_child_last,intact_corrupted,mother_of,-5.960151672363281,-6.534370422363281,-6.003120422363281,-11.784370422363281,0.57421875,0.30859375,True,False,False,False, Mary| k| mar| mary| j
016/direct/base/0/order0,16,0,L15H25,query_child_last,irrelevant,identity,-9.365401268005371,-8.779463768005371,-9.447432518005371,-16.771650314331055,-0.5859375,-0.251953125,False,True,False,False, hello| | cat| ;| Hello
